  cluster  E_norm [Eh]  De [kcal]    p
     1   -193.002188     0.0000   0.7907
     2   -193.000124     1.2951   0.0888
     3   -192.999994     1.3764   0.0774
     4   -192.999267     1.8331   0.0358
     5   -192.996611     3.4996   0.0022
     6   -192.995941     3.9201   0.0011
     7   -192.995484     4.2070   0.0007
     8   -192.995410     4.2534   0.0006
     9   -192.994980     4.5229   0.0004
     10  -192.994843     4.6089   0.0003
     11  -192.994747     4.6692   0.0003
     12  -192.994723     4.6845   0.0003
     13  -192.994587     4.7698   0.0003
     14  -192.994375     4.9024   0.0002
     15  -192.994016     5.1277   0.0001
     16  -192.993968     5.1580   0.0001
     17  -192.993935     5.1786   0.0001
     18  -192.993806     5.2595   0.0001
     19  -192.993261     5.6020   0.0001
     20  -192.993148     5.6726   0.0001
     21  -192.993069     5.7221   0.0001
     22  -192.993045     5.7375   0.0000
     23  -192.992901     5.8273   0.0000
     24  -192.992640     5.9913   0.0000
     25  -192.992618     6.0054   0.0000
     26  -192.992403     6.1403   0.0000
     27  -192.992384     6.1522   0.0000
     28  -192.992180     6.2803   0.0000
     29  -192.991788     6.5257   0.0000
     30  -192.991717     6.5705   0.0000
     31  -192.991427     6.7524   0.0000
     32  -192.991379     6.7825   0.0000
     33  -192.991326     6.8162   0.0000
     34  -192.991291     6.8378   0.0000
     35  -192.991086     6.9664   0.0000
     36  -192.990787     7.1545   0.0000
     37  -192.990671     7.2268   0.0000
     38  -192.990366     7.4184   0.0000
     39  -192.990276     7.4747   0.0000
     40  -192.990115     7.5759   0.0000
     41  -192.989875     7.7263   0.0000
     42  -192.989742     7.8102   0.0000
     43  -192.989613     7.8910   0.0000
     44  -192.989453     7.9913   0.0000
     45  -192.989405     8.0212   0.0000
     46  -192.989208     8.1450   0.0000
     47  -192.989084     8.2231   0.0000
     48  -192.989018     8.2640   0.0000
     49  -192.988975     8.2912   0.0000
     50  -192.988909     8.3328   0.0000
     51  -192.988840     8.3761   0.0000
     52  -192.988775     8.4165   0.0000
     53  -192.988673     8.4805   0.0000
     54  -192.988556     8.5542   0.0000
     55  -192.988358     8.6783   0.0000
     56  -192.988197     8.7793   0.0000
     57  -192.988022     8.8894   0.0000
     58  -192.987899     8.9663   0.0000
     59  -192.987511     9.2100   0.0000
     60  -192.987396     9.2823   0.0000
     61  -192.987280     9.3548   0.0000
     62  -192.987176     9.4204   0.0000
     63  -192.987167     9.4258   0.0000
     64  -192.987161     9.4294   0.0000
     65  -192.987042     9.5044   0.0000
     66  -192.986637     9.7581   0.0000
     67  -192.986577     9.7957   0.0000
     68  -192.986466     9.8659   0.0000
     69  -192.986457     9.8714   0.0000
     70  -192.986169     ******   0.0000
     71  -192.985979     ******   0.0000
     72  -192.985893     ******   0.0000
     73  -192.985817     ******   0.0000
     74  -192.985681     ******   0.0000
     75  -192.985559     ******   0.0000
     76  -192.985115     ******   0.0000
     77  -192.984748     ******   0.0000
     78  -192.984234     ******   0.0000
     79  -192.984047     ******   0.0000
     80  -192.983926     ******   0.0000
     81  -192.983918     ******   0.0000
     82  -192.983851     ******   0.0000
     83  -192.983653     ******   0.0000
     84  -192.982824     ******   0.0000
     85  -192.982820     ******   0.0000
     86  -192.982423     ******   0.0000
     87  -192.982240     ******   0.0000
     88  -192.982208     ******   0.0000
     89  -192.982198     ******   0.0000
     90  -192.982135     ******   0.0000
     91  -192.982064     ******   0.0000
     92  -192.981493     ******   0.0000
     93  -192.980894     ******   0.0000
     94  -192.980618     ******   0.0000
     95  -192.980476     ******   0.0000
     96  -192.980257     ******   0.0000
     97  -192.980203     ******   0.0000
     98  -192.980160     ******   0.0000
     99  -192.979712     ******   0.0000
     100  -192.978413     ******   0.0000
     101  -192.978201     ******   0.0000
     102  -192.974590     ******   0.0000
     103  -192.971511     ******   0.0000
     104  -192.970961     ******   0.0000
     105  -192.970252     ******   0.0000
