   #   Energy       Run. Aver.   Diff / au.
    1 -422.97954048  -0.67406073  -0.67406073
    2 -378.22609905  -0.97543153  -0.30137080
    3 -371.38753385  -0.94802583   0.02740570
    4 -369.67845747  -0.85144796   0.09657787
    5 -374.26080558  -0.78112730   0.07032067
    6 -375.68423414  -0.73900111   0.04212618
    7 -381.20366230  -0.71419531   0.02480581
    8 -383.38976961  -0.69819147   0.01600384
    9 -381.54027027  -0.68639455   0.01179692
   10 -387.62388787  -0.67834720   0.00804736
   11 -392.03257142  -0.67274257   0.00560463
   12 -390.76202825  -0.66810687   0.00463569
   13 -392.69424848  -0.66449576   0.00361112
   14 -392.69309937  -0.66147357   0.00302219
   15 -390.90923955  -0.65870408   0.00276949
   16 -390.34636428  -0.65624051   0.00246357
   17 -389.33640057  -0.65399009   0.00225042
   18 -389.97999939  -0.65205854   0.00193155
   19 -387.96871206  -0.65017840   0.00188014
   20 -392.63602012  -0.64886074   0.00131766
   21 -393.83575017  -0.64778639   0.00107435
   22 -394.47856695  -0.64686734   0.00091905
   23 -394.40764701  -0.64603004   0.00083730
   24 -393.69469386  -0.64521858   0.00081146
   25 -396.54405383  -0.64465471   0.00056388
   26 -398.13228017  -0.64424107   0.00041363
   27 -398.58974453  -0.64389064   0.00035043
   28 -398.42479413  -0.64355811   0.00033253
   29 -399.36325222  -0.64330071   0.00025741
   30 -400.97798472  -0.64314874   0.00015197
   31 -400.66939305  -0.64299411   0.00015463
   32 -400.45576199  -0.64283842   0.00015569
   33 -398.00628963  -0.64257385   0.00026457
   34 -398.58205666  -0.64234863   0.00022522
   35 -397.51489677  -0.64208881   0.00025982
   36 -395.46904312  -0.64175191   0.00033691
   37 -395.45655907  -0.64143059   0.00032132
   38 -396.13441989  -0.64115502   0.00027557
   39 -395.36995854  -0.64086352   0.00029150
   40 -395.49101989  -0.64059102   0.00027250
   41 -395.90219537  -0.64034826   0.00024276
   42 -396.20339213  -0.64012919   0.00021907
   43 -393.87232639  -0.63983447   0.00029472
   44 -394.28941286  -0.63956654   0.00026793
   45 -395.73753305  -0.63936239   0.00020415
   46 -396.41888998  -0.63919211   0.00017028
   47 -395.77480216  -0.63900796   0.00018415
   48 -395.86502488  -0.63883419   0.00017377
   49 -395.78545082  -0.63866513   0.00016906
   50 -393.46983666  -0.63842913   0.00023600
   51 -394.15589168  -0.63822250   0.00020662
   52 -393.56107864  -0.63800616   0.00021634
   53 -392.91794515  -0.63777847   0.00022770
   54 -393.03814090  -0.63756254   0.00021593
   55 -392.55766883  -0.63734076   0.00022178
   56 -393.75009483  -0.63716072   0.00018003
   57 -393.33068709  -0.63697601   0.00018471
   58 -393.52814779  -0.63680302   0.00017300
   59 -393.62312318  -0.63663865   0.00016437
   60 -395.40075144  -0.63652712   0.00011153
   61 -396.12645752  -0.63643907   0.00008805
   62 -396.38907984  -0.63636099   0.00007808
   63 -395.60574656  -0.63626573   0.00009526
   64 -395.37667011  -0.63616748   0.00009825
   65 -395.33556041  -0.63607119   0.00009628
   66 -396.71090348  -0.63601106   0.00006013
   67 -396.70048805  -0.63595302   0.00005804
   68 -396.93247479  -0.63590215   0.00005087
   69 -396.36690100  -0.63583980   0.00006235
   70 -394.97085998  -0.63574729   0.00009252
   71 -395.49022482  -0.63566861   0.00007868
   72 -394.41760013  -0.63556857   0.00010004
   73 -395.07618610  -0.63548535   0.00008322
   74 -395.06382120  -0.63540435   0.00008100
   75 -394.78192263  -0.63531954   0.00008481
   76 -394.70908738  -0.63523539   0.00008415
   77 -394.62775598  -0.63515175   0.00008364
   78 -394.44298597  -0.63506649   0.00008526
   79 -394.60339932  -0.63498660   0.00007989
   80 -394.31880648  -0.63490311   0.00008349
   81 -394.62833760  -0.63482772   0.00007539
   82 -395.95340187  -0.63478002   0.00004770
   83 -394.38863116  -0.63470376   0.00007626
   84 -394.71772820  -0.63463522   0.00006854
   85 -394.66262926  -0.63456735   0.00006787
   86 -394.86548270  -0.63450483   0.00006252
   87 -394.03374728  -0.63442857   0.00007626
   88 -392.50210143  -0.63432615   0.00010242
   89 -392.01140774  -0.63421695   0.00010920
   90 -392.36155899  -0.63411630   0.00010065
   91 -392.95158420  -0.63402829   0.00008801
   92 -393.03277723  -0.63394374   0.00008455
   93 -392.12784322  -0.63384554   0.00009820
   94 -391.88836775  -0.63374522   0.00010032
   95 -391.98508105  -0.63364861   0.00009661
   96 -392.41814005  -0.63356125   0.00008737
   97 -392.72419266  -0.63348081   0.00008044
   98 -392.67742728  -0.63340132   0.00007949
   99 -393.31271583  -0.63333367   0.00006765
  100 -392.45443945  -0.63325381   0.00007985
  101 -392.23801222  -0.63317200   0.00008181
  102 -392.26504384  -0.63309220   0.00007980
  103 -392.37189266  -0.63301562   0.00007658
  104 -391.91263324  -0.63293351   0.00008211
  105 -390.45133719  -0.63283073   0.00010278
  106 -390.24377823  -0.63272658   0.00010416
  107 -389.78850797  -0.63261757   0.00010900
  108 -389.86260591  -0.63251164   0.00010594
  109 -390.49372893  -0.63241690   0.00009474
  110 -389.67120682  -0.63231207   0.00010483
  111 -389.62317056  -0.63220835   0.00010372
  112 -389.34810518  -0.63210258   0.00010577
  113 -389.00076950  -0.63199376   0.00010882
  114 -389.35568285  -0.63189179   0.00010197
  115 -388.74541563  -0.63178320   0.00010860
  116 -388.61432883  -0.63167461   0.00010858
  117 -389.93773956  -0.63158591   0.00008870
  118 -390.94191208  -0.63151245   0.00007347
  119 -391.59389225  -0.63144907   0.00006337
  120 -390.61984053  -0.63137391   0.00007517
  121 -392.54569695  -0.63132525   0.00004866
  122 -392.80797962  -0.63128103   0.00004422
  123 -392.98450485  -0.63123985   0.00004118
  124 -393.16340057  -0.63120166   0.00003819
  125 -393.37988191  -0.63116687   0.00003479
