  cluster  E_norm [Eh]  De [kcal]    p
     1   -407.578971     0.0000   0.4493
     2   -407.578667     0.1908   0.3256
     3   -407.577594     0.8636   0.1046
     4   -407.576992     1.2418   0.0552
     5   -407.576056     1.8292   0.0205
     6   -407.576055     1.8297   0.0205
     7   -407.575278     2.3170   0.0090
     8   -407.574525     2.7897   0.0041
     9   -407.574253     2.9607   0.0030
     10  -407.574197     2.9958   0.0029
     11  -407.573605     3.3673   0.0015
     12  -407.573358     3.5220   0.0012
     13  -407.572709     3.9294   0.0006
     14  -407.572626     3.9812   0.0005
     15  -407.572583     4.0082   0.0005
     16  -407.571994     4.3782   0.0003
     17  -407.571979     4.3873   0.0003
     18  -407.571354     4.7798   0.0001
     19  -407.571135     4.9168   0.0001
     20  -407.570907     5.0603   0.0001

Ensemble free energy [Eh]:     -407.5797259754
