  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.542510     0.0000   0.6511
     2   -320.541881     0.3945   0.3346
     3   -320.538166     2.7258   0.0065
     4   -320.538137     2.7442   0.0063
     5   -320.536082     4.0333   0.0007
     6   -320.535586     4.3450   0.0004
     7   -320.535125     4.6339   0.0003
     8   -320.532877     6.0450   0.0000
     9   -320.532163     6.4930   0.0000
     10  -320.531722     6.7692   0.0000
     11  -320.531348     7.0039   0.0000
     12  -320.531284     7.0442   0.0000
     13  -320.530655     7.4389   0.0000
     14  -320.530063     7.8108   0.0000
     15  -320.529864     7.9357   0.0000
     16  -320.529859     7.9385   0.0000
     17  -320.528833     8.5822   0.0000
     18  -320.528832     8.5832   0.0000
     19  -320.528811     8.5963   0.0000
     20  -320.528610     8.7226   0.0000

Ensemble free energy [Eh]:     -320.5429150665
