   #           Energy [Eh]      SASA
No   1     -305.4245571537     3682.3
No   2     -305.4295800645     3857.6
No   3     -305.4359194999     3791.4
No   4     -305.4302708595     3782.0
No   5     -305.4159309308     3862.6
No   6     -305.4225002654     3696.5
No   7     -305.4132147270     3655.4
No   8     -305.4174579110     3649.1
No   9     -305.4183369683     3829.2
No  10     -305.4141168259     3705.6
No  11     -305.4072980878     3448.4
No  12     -305.4147194062     3693.0
No  13     -305.4179540575     3628.6
No  14     -305.4170719389     3741.2
No  15     -305.4171497108     3806.9
No  16     -305.4167815388     3654.7
No  17     -305.4169431575     3824.6
No  18     -305.4214730201     3821.0
No  19     -305.4181887031     3599.7
No  20     -305.4174576556     3858.4
