   #   Energy       Run. Aver.   Diff / au.
    1 -441.03228698  -0.70282961  -0.70282961
    2 -398.05366473  -1.01999902  -0.31716941
    3 -390.64593825  -0.99323377   0.02676525
    4 -386.09403569  -0.89205400   0.10117977
    5 -386.50052032  -0.81659279   0.07546121
    6 -389.15487396  -0.77127674   0.04531605
    7 -390.27380713  -0.74346932   0.02780742
    8 -394.30546582  -0.72560544   0.01786388
    9 -388.74141774  -0.71183094   0.01377450
   10 -393.61206584  -0.70199646   0.00983448
   11 -393.75250186  -0.69432860   0.00766786
   12 -393.28421984  -0.68805708   0.00627152
   13 -392.16269656  -0.68272034   0.00533674
   14 -397.29309084  -0.67879675   0.00392359
   15 -392.01894083  -0.67493019   0.00386656
   16 -389.00528282  -0.67125035   0.00367984
   17 -389.25522927  -0.66803784   0.00321250
   18 -387.48660101  -0.66505166   0.00298618
   19 -386.32685610  -0.66229446   0.00275720
   20 -386.36975335  -0.65982784   0.00246662
   21 -389.62802201  -0.65785724   0.00197061
   22 -389.38636917  -0.65607082   0.00178642
   23 -391.54448153  -0.65459728   0.00147354
   24 -392.27964588  -0.65330838   0.00128889
   25 -391.49901635  -0.65208022   0.00122816
   26 -392.39239811  -0.65100363   0.00107659
   27 -392.24573325  -0.65000375   0.00099989
   28 -394.34777131  -0.64919766   0.00080609
   29 -394.28812546  -0.64845056   0.00074709
   30 -394.36175621  -0.64775915   0.00069141
   31 -394.88497554  -0.64714105   0.00061811
   32 -395.45226887  -0.64659211   0.00054893
   33 -395.72512366  -0.64609172   0.00050039
   34 -398.13034611  -0.64573492   0.00035680
   35 -398.84705680  -0.64543525   0.00029967
   36 -399.41153894  -0.64517880   0.00025645
   37 -399.32958491  -0.64493385   0.00024495
   38 -398.25021334  -0.64465683   0.00027702
   39 -397.50216958  -0.64436263   0.00029420
   40 -399.07517748  -0.64414537   0.00021725
   41 -399.13885892  -0.64394307   0.00020230
   42 -395.47301932  -0.64361166   0.00033141
   43 -396.68488006  -0.64333758   0.00027408
   44 -398.62310820  -0.64314746   0.00019012
   45 -398.35251073  -0.64295807   0.00018939
   46 -398.90579259  -0.64279610   0.00016197
   47 -397.80926710  -0.64260442   0.00019167
   48 -397.21118361  -0.64240026   0.00020416
   49 -397.26376172  -0.64220589   0.00019438
   50 -398.14676007  -0.64204762   0.00015826
   51 -397.52669633  -0.64187690   0.00017072
   52 -396.50913554  -0.64168132   0.00019558
   53 -396.99375588  -0.64150722   0.00017410
   54 -397.50976632  -0.64135520   0.00015202
   55 -397.55680650  -0.64121047   0.00014473
   56 -397.63694661  -0.64107332   0.00013715
   57 -397.20751755  -0.64092911   0.00014421
   58 -397.62545945  -0.64080123   0.00012788
   59 -397.98922489  -0.64068779   0.00011344
   60 -398.39149289  -0.64058906   0.00009873
