  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.551607     0.0000   0.9995
     2   -167.544141     4.6846   0.0004
     3   -167.542729     5.5706   0.0001
     4   -167.541613     6.2711   0.0000
     5   -167.540597     6.9088   0.0000
     6   -167.540129     7.2022   0.0000
     7   -167.538937     7.9504   0.0000
     8   -167.537812     8.6561   0.0000
     9   -167.537761     8.6880   0.0000
     10  -167.537568     8.8093   0.0000
     11  -167.537455     8.8806   0.0000
     12  -167.537272     8.9950   0.0000
     13  -167.537142     9.0768   0.0000
     14  -167.537022     9.1523   0.0000
     15  -167.536880     9.2410   0.0000
     16  -167.536675     9.3701   0.0000
     17  -167.536669     9.3735   0.0000
     18  -167.536018     9.7822   0.0000
     19  -167.535814     9.9101   0.0000
     20  -167.535795     9.9223   0.0000
     21  -167.535762     9.9427   0.0000
     22  -167.535583     ******   0.0000
     23  -167.535365     ******   0.0000
     24  -167.535330     ******   0.0000
     25  -167.535249     ******   0.0000
     26  -167.535239     ******   0.0000
     27  -167.535195     ******   0.0000
     28  -167.535168     ******   0.0000
     29  -167.535062     ******   0.0000
     30  -167.535036     ******   0.0000
     31  -167.534423     ******   0.0000
     32  -167.534038     ******   0.0000
     33  -167.534001     ******   0.0000
     34  -167.533783     ******   0.0000
     35  -167.533663     ******   0.0000
     36  -167.533645     ******   0.0000
     37  -167.533586     ******   0.0000
     38  -167.533569     ******   0.0000
     39  -167.533133     ******   0.0000
     40  -167.533111     ******   0.0000
     41  -167.533064     ******   0.0000
     42  -167.533044     ******   0.0000
     43  -167.532874     ******   0.0000
     44  -167.532698     ******   0.0000
     45  -167.532669     ******   0.0000
     46  -167.532615     ******   0.0000
     47  -167.532494     ******   0.0000
     48  -167.532331     ******   0.0000
     49  -167.532220     ******   0.0000
     50  -167.532184     ******   0.0000
     51  -167.531871     ******   0.0000
     52  -167.531862     ******   0.0000
     53  -167.531720     ******   0.0000
     54  -167.531579     ******   0.0000
     55  -167.531400     ******   0.0000
     56  -167.531365     ******   0.0000
     57  -167.531365     ******   0.0000
     58  -167.531343     ******   0.0000
     59  -167.531319     ******   0.0000
     60  -167.531299     ******   0.0000
     61  -167.531130     ******   0.0000
     62  -167.531114     ******   0.0000
     63  -167.531056     ******   0.0000
     64  -167.531034     ******   0.0000
     65  -167.531033     ******   0.0000
     66  -167.530998     ******   0.0000
     67  -167.530989     ******   0.0000
     68  -167.530965     ******   0.0000
     69  -167.530911     ******   0.0000
     70  -167.530878     ******   0.0000
     71  -167.530817     ******   0.0000
     72  -167.530778     ******   0.0000
     73  -167.530537     ******   0.0000
     74  -167.530478     ******   0.0000
     75  -167.530329     ******   0.0000
     76  -167.530312     ******   0.0000
     77  -167.530305     ******   0.0000
     78  -167.530272     ******   0.0000
     79  -167.530228     ******   0.0000
     80  -167.530165     ******   0.0000
     81  -167.530089     ******   0.0000
     82  -167.530036     ******   0.0000
     83  -167.530009     ******   0.0000
     84  -167.529915     ******   0.0000
     85  -167.529688     ******   0.0000
     86  -167.529675     ******   0.0000
     87  -167.529651     ******   0.0000
     88  -167.529596     ******   0.0000
     89  -167.529578     ******   0.0000
     90  -167.529376     ******   0.0000
     91  -167.529269     ******   0.0000
     92  -167.529244     ******   0.0000
     93  -167.529163     ******   0.0000
     94  -167.528597     ******   0.0000
     95  -167.528581     ******   0.0000
     96  -167.528465     ******   0.0000
     97  -167.527981     ******   0.0000
     98  -167.527920     ******   0.0000
     99  -167.527880     ******   0.0000
     100  -167.527878     ******   0.0000
     101  -167.527819     ******   0.0000
     102  -167.527795     ******   0.0000
     103  -167.527792     ******   0.0000
     104  -167.527682     ******   0.0000
     105  -167.527644     ******   0.0000
     106  -167.527599     ******   0.0000
     107  -167.527442     ******   0.0000
     108  -167.527431     ******   0.0000
     109  -167.527423     ******   0.0000
     110  -167.527392     ******   0.0000
     111  -167.527389     ******   0.0000
     112  -167.527347     ******   0.0000
     113  -167.527221     ******   0.0000
     114  -167.527185     ******   0.0000
     115  -167.527160     ******   0.0000
     116  -167.527073     ******   0.0000
     117  -167.527002     ******   0.0000
     118  -167.526930     ******   0.0000
     119  -167.526911     ******   0.0000
     120  -167.526641     ******   0.0000
     121  -167.526572     ******   0.0000
     122  -167.526231     ******   0.0000
     123  -167.526199     ******   0.0000
     124  -167.526070     ******   0.0000
     125  -167.525767     ******   0.0000
     126  -167.525653     ******   0.0000
     127  -167.525596     ******   0.0000
     128  -167.525530     ******   0.0000
     129  -167.525414     ******   0.0000
     130  -167.525340     ******   0.0000
     131  -167.525289     ******   0.0000
     132  -167.525270     ******   0.0000
     133  -167.524731     ******   0.0000
     134  -167.524536     ******   0.0000
     135  -167.524519     ******   0.0000
     136  -167.524465     ******   0.0000
     137  -167.524040     ******   0.0000
     138  -167.523808     ******   0.0000
     139  -167.523332     ******   0.0000
     140  -167.523150     ******   0.0000
     141  -167.522939     ******   0.0000
     142  -167.522876     ******   0.0000
     143  -167.522450     ******   0.0000
     144  -167.522254     ******   0.0000
     145  -167.521915     ******   0.0000
     146  -167.521387     ******   0.0000
     147  -167.521257     ******   0.0000
     148  -167.520659     ******   0.0000
     149  -167.520498     ******   0.0000
     150  -167.520288     ******   0.0000
     151  -167.519379     ******   0.0000
     152  -167.518718     ******   0.0000
     153  -167.518570     ******   0.0000
     154  -167.512837     ******   0.0000
