  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.551607     0.0000   0.9995
     2   -167.544141     4.6846   0.0004
     3   -167.542729     5.5706   0.0001
     4   -167.541613     6.2711   0.0000
     5   -167.540597     6.9088   0.0000
     6   -167.540129     7.2022   0.0000
     7   -167.538937     7.9504   0.0000
     8   -167.537812     8.6561   0.0000
     9   -167.537761     8.6880   0.0000
     10  -167.537568     8.8093   0.0000
     11  -167.537455     8.8806   0.0000
     12  -167.537272     8.9950   0.0000
     13  -167.537142     9.0768   0.0000
     14  -167.537022     9.1523   0.0000
     15  -167.536880     9.2410   0.0000
     16  -167.536675     9.3701   0.0000
     17  -167.536669     9.3735   0.0000
     18  -167.536018     9.7822   0.0000
     19  -167.535814     9.9101   0.0000
     20  -167.535795     9.9223   0.0000

Ensemble free energy [Eh]:     -167.5516071546
