  cluster  E_norm [Eh]  De [kcal]    p
     1   -891.347542     0.0000   0.6564
     2   -891.346416     0.7065   0.1992
     3   -891.345874     1.0468   0.1121
     4   -891.344527     1.8919   0.0269
     5   -891.342965     2.8724   0.0051
     6   -891.339386     5.1181   0.0001
     7   -891.337294     6.4308   0.0000
     8   -891.337277     6.4413   0.0000
     9   -891.336445     6.9636   0.0000
     10  -891.333605     8.7455   0.0000
     11  -891.332650     9.3451   0.0000
     12  -891.330172     ******   0.0000
     13  -891.329194     ******   0.0000
     14  -891.328464     ******   0.0000
     15  -891.324987     ******   0.0000
     16  -891.322370     ******   0.0000
     17  -891.321815     ******   0.0000
     18  -891.319064     ******   0.0000
     19  -891.316079     ******   0.0000
     20  -891.311114     ******   0.0000

Ensemble free energy [Eh]:     -891.3479395315
