   #   Energy       Run. Aver.   Diff / au.
    1 -440.60663572  -0.70215129  -0.70215129
    2 -397.51370870  -1.01889047  -0.31673918
    3 -390.50094441  -0.99227430   0.02661616
    4 -385.67820923  -0.89120601   0.10106830
    5 -383.96362517  -0.81512813   0.07607788
    6 -385.83086528  -0.76907056   0.04605758
    7 -388.86237326  -0.74115105   0.02791951
    8 -388.13604040  -0.72233399   0.01881706
    9 -386.62349794  -0.70844206   0.01389193
   10 -386.05007707  -0.69772965   0.01071241
   11 -383.28488973  -0.68885340   0.00887625
   12 -386.63299565  -0.68205416   0.00679923
   13 -383.78909268  -0.67611212   0.00594205
   14 -385.43580355  -0.67126760   0.00484451
   15 -385.35565214  -0.66713368   0.00413392
   16 -391.06525426  -0.66412958   0.00300409
   17 -389.92612827  -0.66143859   0.00269099
   18 -388.47527614  -0.65893554   0.00250305
   19 -390.51338357  -0.65687681   0.00205874
   20 -388.52983899  -0.65488811   0.00198869
   21 -388.94821780  -0.65312390   0.00176421
   22 -388.35978510  -0.65148765   0.00163625
   23 -387.44732349  -0.64993603   0.00155162
   24 -388.70016760  -0.64860042   0.00133561
   25 -390.47320401  -0.64749332   0.00110710
