  cluster  E_norm [Eh]  De [kcal]    p
     1   -458.271596     0.0000   0.9704
     2   -458.267753     2.4116   0.0166
     3   -458.267263     2.7194   0.0099
     4   -458.266099     3.4498   0.0029
     5   -458.263758     4.9188   0.0002
     6   -458.261506     6.3316   0.0000
     7   -458.256946     9.1932   0.0000
     8   -458.256466     9.4944   0.0000
     9   -458.254594     ******   0.0000
     10  -458.254112     ******   0.0000
     11  -458.253719     ******   0.0000
     12  -458.253592     ******   0.0000
     13  -458.253083     ******   0.0000
     14  -458.253018     ******   0.0000
     15  -458.252815     ******   0.0000
     16  -458.252641     ******   0.0000
     17  -458.251743     ******   0.0000
     18  -458.250808     ******   0.0000
     19  -458.249735     ******   0.0000
     20  -458.249182     ******   0.0000

Ensemble free energy [Eh]:     -458.2716246026
