  cluster  E_norm [Eh]  De [kcal]    p
     1   -229.101824     0.0000   0.9621
     2   -229.098752     1.9279   0.0372
     3   -229.094208     4.7790   0.0003
     4   -229.094155     4.8123   0.0003
     5   -229.092930     5.5807   0.0001
     6   -229.092530     5.8320   0.0001
     7   -229.091528     6.4605   0.0000
     8   -229.090657     7.0075   0.0000
     9   -229.089477     7.7478   0.0000
     10  -229.089198     7.9227   0.0000
     11  -229.089034     8.0256   0.0000
     12  -229.088457     8.3876   0.0000
     13  -229.087799     8.8010   0.0000
     14  -229.087418     9.0397   0.0000
     15  -229.086406     9.6750   0.0000
     16  -229.086213     9.7960   0.0000
     17  -229.085757     ******   0.0000
     18  -229.085582     ******   0.0000
     19  -229.085103     ******   0.0000
     20  -229.084587     ******   0.0000

Ensemble free energy [Eh]:     -229.1018603983
