   #   Energy       Run. Aver.   Diff / au.
    1 -440.78438779  -0.70243456  -0.70243456
    2 -397.39393483  -1.01907830  -0.31664374
    3 -390.87944469  -0.99256877   0.02650953
    4 -385.46613663  -0.89136903   0.10119974
    5 -386.54499658  -0.81605499   0.07531403
    6 -387.15880641  -0.77032295   0.04573204
    7 -384.42430076  -0.74126067   0.02906228
    8 -387.53851762  -0.72216804   0.01909263
    9 -384.94445573  -0.70796663   0.01420141
   10 -388.59254909  -0.69767598   0.01029065
   11 -387.07515039  -0.68939206   0.00828393
   12 -388.38936432  -0.68283054   0.00656152
   13 -384.85941914  -0.67697826   0.00585228
   14 -381.76377551  -0.67166031   0.00531795
   15 -381.60121776  -0.66706977   0.00459054
   16 -381.90322532  -0.66312860   0.00394118
   17 -384.38278673  -0.65992172   0.00320688
   18 -384.53587881  -0.65712551   0.00279621
   19 -385.59451019  -0.65473405   0.00239146
   20 -388.13247184  -0.65280419   0.00192986
   21 -390.75728499  -0.65127930   0.00152489
   22 -392.21815362  -0.65001726   0.00126204
   23 -391.52166877  -0.64882814   0.00118912
   24 -392.79390816  -0.64782562   0.00100252
   25 -392.85972640  -0.64691497   0.00091066
   26 -392.56990794  -0.64606013   0.00085484
   27 -392.06706029  -0.64524100   0.00081913
   28 -390.74761403  -0.64440657   0.00083444
   29 -391.76312714  -0.64368495   0.00072161
   30 -390.53878636  -0.64295017   0.00073478
