   #   Energy       Run. Aver.   Diff / au.
    1 -423.97235141  -0.67564288  -0.67564288
    2 -379.62838856  -0.97813102  -0.30248814
    3 -369.45073329  -0.94916911   0.02896191
    4 -367.65142870  -0.85110880   0.09806031
    5 -370.96429720  -0.77950881   0.07159999
    6 -372.77522240  -0.73666653   0.04284229
    7 -379.74121521  -0.71175899   0.02490753
    8 -384.01677370  -0.69617188   0.01558711
    9 -381.93116609  -0.68471488   0.01145700
   10 -381.76689871  -0.67593611   0.00877877
   11 -378.21742572  -0.66848274   0.00745337
   12 -380.78229091  -0.66272266   0.00576008
   13 -381.79323139  -0.65810292   0.00461974
   14 -379.48479720  -0.65396184   0.00414109
   15 -380.44329932  -0.65050664   0.00345520
   16 -380.79242304  -0.64756098   0.00294566
   17 -381.49393675  -0.64505760   0.00250338
   18 -380.26753878  -0.64274837   0.00230923
   19 -381.75127232  -0.64081688   0.00193149
   20 -389.79701674  -0.63973851   0.00107837
   21 -388.90901274  -0.63873609   0.00100243
   22 -388.68183729  -0.63781178   0.00092430
   23 -391.30875862  -0.63715326   0.00065852
   24 -390.22355420  -0.63648864   0.00066463
   25 -391.07191384  -0.63593101   0.00055762
   26 -390.70173879  -0.63539771   0.00053330
   27 -390.05004426  -0.63486635   0.00053136
   28 -389.36995985  -0.63433431   0.00053204
   29 -392.30794813  -0.63400038   0.00033393
   30 -392.94518464  -0.63372917   0.00027121
   31 -392.46286979  -0.63345268   0.00027649
   32 -393.88270402  -0.63326402   0.00018866
   33 -393.41441792  -0.63306684   0.00019718
   34 -392.40338030  -0.63283362   0.00023322
   35 -391.85162289  -0.63258757   0.00024605
   36 -393.99015841  -0.63244951   0.00013807
   37 -395.03979140  -0.63236703   0.00008248
   38 -394.37851569  -0.63226262   0.00010441
   39 -396.41747982  -0.63224632   0.00001630
   40 -396.51346989  -0.63223687   0.00000946
   41 -397.93641629  -0.63228335  -0.00004648
   42 -397.72807937  -0.63232104  -0.00003769
   43 -399.13218344  -0.63240881  -0.00008777
   44 -399.29749419  -0.63249972  -0.00009091
   45 -400.27503445  -0.63262128  -0.00012156
   46 -399.16872958  -0.63269989  -0.00007861
   47 -399.42632469  -0.63278297  -0.00008309
   48 -399.41356578  -0.63286226  -0.00007929
   49 -399.73211914  -0.63294860  -0.00008634
   50 -400.71991722  -0.63306311  -0.00011451
   51 -401.28937417  -0.63319148  -0.00012837
   52 -401.74688215  -0.63332920  -0.00013772
   53 -401.52396047  -0.63345519  -0.00012599
   54 -400.59757712  -0.63354896  -0.00009377
   55 -400.55407356  -0.63363747  -0.00008851
   56 -401.56027930  -0.63375137  -0.00011389
   57 -402.35097770  -0.63388382  -0.00013245
   58 -402.34111764  -0.63401175  -0.00012793
   59 -401.77300429  -0.63411992  -0.00010817
   60 -401.47757596  -0.63421631  -0.00009639
   61 -401.17742595  -0.63430150  -0.00008520
   62 -401.10812491  -0.63438199  -0.00008049
   63 -399.94492857  -0.63443042  -0.00004843
   64 -399.98526240  -0.63447784  -0.00004742
   65 -400.69215386  -0.63454112  -0.00006328
   66 -399.96900308  -0.63458526  -0.00004414
   67 -400.40688206  -0.63463821  -0.00005295
   68 -399.52945814  -0.63466918  -0.00003096
   69 -400.26058650  -0.63471581  -0.00004663
   70 -400.22382080  -0.63476049  -0.00004469
   71 -398.82805534  -0.63477257  -0.00001207
   72 -398.61883143  -0.63477922  -0.00000665
   73 -398.10513914  -0.63477440   0.00000482
   74 -397.43640264  -0.63475516   0.00001924
   75 -397.08830234  -0.63472884   0.00002632
   76 -397.18160392  -0.63470507   0.00002376
   77 -397.14291001  -0.63468116   0.00002391
   78 -397.61403555  -0.63466748   0.00001368
   79 -397.10927889  -0.63464410   0.00002338
   80 -397.78892759  -0.63463472   0.00000938
   81 -397.91892991  -0.63462830   0.00000642
   82 -398.23728857  -0.63462826   0.00000004
   83 -395.36827210  -0.63457321   0.00005505
   84 -396.11369231  -0.63453296   0.00004025
   85 -394.63593857  -0.63446613   0.00006683
   86 -394.61316241  -0.63440011   0.00006601
   87 -395.50397259  -0.63435195   0.00004817
   88 -394.42351192  -0.63428551   0.00006644
   89 -394.91402027  -0.63422915   0.00005636
   90 -394.86983665  -0.63417337   0.00005578
   91 -393.92918634  -0.63410234   0.00007102
   92 -393.87378773  -0.63403174   0.00007060
   93 -393.84640974  -0.63396219   0.00006955
   94 -393.55425521  -0.63388917   0.00007301
   95 -394.01103338  -0.63382533   0.00006385
   96 -393.93456675  -0.63376163   0.00006369
   97 -394.41194781  -0.63370710   0.00005454
   98 -393.90242143  -0.63364548   0.00006161
   99 -393.24024194  -0.63357438   0.00007110
  100 -393.77460416  -0.63351312   0.00006126
