  cluster  E_norm [Eh]  De [kcal]    p
     1   -193.227472     0.0000   0.9989
     2   -193.220282     4.5119   0.0005
     3   -193.220054     4.6546   0.0004
     4   -193.218637     5.5442   0.0001
     5   -193.218129     5.8627   0.0001
     6   -193.217404     6.3177   0.0000
     7   -193.217308     6.3780   0.0000
     8   -193.216610     6.8162   0.0000
     9   -193.215402     7.5740   0.0000
     10  -193.215008     7.8214   0.0000
     11  -193.214617     8.0666   0.0000
     12  -193.213880     8.5292   0.0000
     13  -193.213402     8.8288   0.0000
     14  -193.212981     9.0930   0.0000
     15  -193.212606     9.3287   0.0000
     16  -193.212398     9.4588   0.0000
     17  -193.211169     ******   0.0000
     18  -193.211018     ******   0.0000
     19  -193.210769     ******   0.0000
     20  -193.210655     ******   0.0000
     21  -193.210611     ******   0.0000
     22  -193.210436     ******   0.0000
     23  -193.210306     ******   0.0000
     24  -193.210193     ******   0.0000
     25  -193.210086     ******   0.0000
     26  -193.210061     ******   0.0000
     27  -193.210021     ******   0.0000
     28  -193.210013     ******   0.0000
     29  -193.209547     ******   0.0000
     30  -193.207715     ******   0.0000
     31  -193.207601     ******   0.0000
     32  -193.207290     ******   0.0000
     33  -193.207062     ******   0.0000
     34  -193.206455     ******   0.0000
     35  -193.206355     ******   0.0000
     36  -193.205568     ******   0.0000
     37  -193.205400     ******   0.0000
     38  -193.204610     ******   0.0000
     39  -193.204593     ******   0.0000
     40  -193.204520     ******   0.0000
     41  -193.204216     ******   0.0000
     42  -193.203927     ******   0.0000
     43  -193.202799     ******   0.0000
     44  -193.202440     ******   0.0000
     45  -193.202126     ******   0.0000
     46  -193.201931     ******   0.0000
     47  -193.200086     ******   0.0000
     48  -193.199460     ******   0.0000
     49  -193.199311     ******   0.0000
     50  -193.198072     ******   0.0000
     51  -193.197878     ******   0.0000
     52  -193.197480     ******   0.0000
     53  -193.196856     ******   0.0000
     54  -193.196321     ******   0.0000
