   #           Energy [Eh]      SASA
No   1     -127.2472545392     1831.0
No   2     -127.2443768054     1866.5
No   3     -127.2570258610     1791.0
No   4     -127.2594237870     1760.1
No   5     -127.2527949184     1798.9
No   6     -127.2471153321     1852.0
No   7     -127.2493521565     1772.2
No   8     -127.2522131988     1846.0
No   9     -127.2449473842     1810.8
No  10     -127.2457695287     1901.2
No  11     -127.2571861707     1856.3
No  12     -127.2442085381     1804.5
No  13     -127.2424303784     1806.4
No  14     -127.2409560855     1830.6
No  15     -127.2531698510     1890.0
No  16     -127.2451735844     1821.8
No  17     -127.2531274829     1890.8
No  18     -127.2528793924     1857.7
No  19     -127.2397712346     2040.8
No  20     -127.2498593515     1865.0
