  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.551813     0.0000   0.8601
     2   -320.549626     1.3723   0.0848
     3   -320.548502     2.0780   0.0258
     4   -320.548384     2.1517   0.0228
     5   -320.546696     3.2111   0.0038
     6   -320.546376     3.4118   0.0027
     7   -320.540677     6.9877   0.0000
     8   -320.540144     7.3224   0.0000
     9   -320.539608     7.6588   0.0000
     10  -320.538856     8.1309   0.0000
     11  -320.538519     8.3422   0.0000
     12  -320.538208     8.5373   0.0000
     13  -320.536938     9.3343   0.0000
     14  -320.535769     ******   0.0000
     15  -320.535399     ******   0.0000
     16  -320.535154     ******   0.0000
     17  -320.534686     ******   0.0000
     18  -320.533050     ******   0.0000
     19  -320.532886     ******   0.0000
     20  -320.532719     ******   0.0000

Ensemble free energy [Eh]:     -320.5519553816
