  cluster  E_norm [Eh]  De [kcal]    p
     1   -458.222277     0.0000   0.4501
     2   -458.222263     0.0086   0.4436
     3   -458.220809     0.9208   0.0951
     4   -458.218209     2.5523   0.0061
     5   -458.217437     3.0371   0.0027
     6   -458.217247     3.1562   0.0022
     7   -458.215007     4.5618   0.0002
     8   -458.211440     6.8001   0.0000
     9   -458.211109     7.0076   0.0000
     10  -458.210013     7.6958   0.0000
     11  -458.209838     7.8054   0.0000
     12  -458.209399     8.0806   0.0000
     13  -458.209194     8.2095   0.0000
     14  -458.208651     8.5505   0.0000
     15  -458.208149     8.8651   0.0000
     16  -458.204291     ******   0.0000
     17  -458.201644     ******   0.0000
     18  -458.201429     ******   0.0000
     19  -458.197889     ******   0.0000
     20  -458.193739     ******   0.0000

Ensemble free energy [Eh]:     -458.2230304277
