   #   Energy       Run. Aver.   Diff / au.
    1 -574.55796760  -0.91561631  -0.91561631
    2 -546.44857627  -1.35102688  -0.43541057
    3 -543.13123854  -1.33433299   0.01669389
    4 -544.13783977  -1.21336095   0.12097203
    5 -545.05125247  -1.12021323   0.09314772
    6 -546.88327647  -1.06323872   0.05697451
    7 -546.06292767  -1.02752348   0.03571524
    8 -545.02831675  -1.00318837   0.02433511
    9 -543.44590463  -0.98524532   0.01794304
   10 -542.31780187  -0.97135032   0.01389500
   11 -542.46447340  -0.96037093   0.01097939
   12 -540.93731286  -0.95126161   0.00910933
   13 -541.12014692  -0.94371998   0.00754163
   14 -540.76365533  -0.93732712   0.00639285
   15 -540.50307589  -0.93183555   0.00549157
   16 -539.88840653  -0.92702553   0.00481002
   17 -539.71925529  -0.92280564   0.00421990
   18 -539.52765022  -0.91907044   0.00373520
   19 -540.95499470  -0.91587364   0.00319679
   20 -541.49982195  -0.91306686   0.00280678
   21 -541.41172050  -0.91053928   0.00252758
   22 -542.60124932  -0.90834033   0.00219895
   23 -542.80354500  -0.90636090   0.00197943
   24 -542.48765745  -0.90453460   0.00182630
   25 -542.83963839  -0.90288296   0.00165164
   26 -542.70540054  -0.90135686   0.00152610
   27 -543.39931295  -0.89998941   0.00136745
   28 -542.52021843  -0.89867527   0.00131414
   29 -542.98625023  -0.89747921   0.00119606
   30 -542.85140468  -0.89635965   0.00111955
   31 -542.34485764  -0.89528876   0.00107090
   32 -541.86676583  -0.89426251   0.00102625
   33 -541.61330899  -0.89328756   0.00097494
   34 -541.45175832  -0.89236391   0.00092366
   35 -542.06818606  -0.89152256   0.00084134
   36 -541.73076674  -0.89071531   0.00080725
   37 -541.86021871  -0.88995819   0.00075712
   38 -542.38170315  -0.88926411   0.00069408
   39 -543.44621684  -0.88865074   0.00061337
   40 -543.56528680  -0.88807479   0.00057594
   41 -543.18982438  -0.88751326   0.00056153
   42 -543.18108150  -0.88697848   0.00053478
   43 -543.09331177  -0.88646594   0.00051254
   44 -543.39873530  -0.88598827   0.00047767
   45 -544.16185065  -0.88555963   0.00042864
   46 -544.51662280  -0.88516298   0.00039665
   47 -543.69457162  -0.88475602   0.00040696
   48 -543.10167253  -0.88434611   0.00040991
   49 -542.72815485  -0.88394073   0.00040538
   50 -541.73573874  -0.88352002   0.00042071
   51 -541.76357474  -0.88311638   0.00040364
   52 -540.80096320  -0.88269910   0.00041729
   53 -540.78540111  -0.88229683   0.00040227
   54 -539.89631033  -0.88188350   0.00041333
   55 -539.94966694  -0.88148655   0.00039695
   56 -539.79005053  -0.88109953   0.00038702
   57 -540.21356885  -0.88073810   0.00036143
   58 -540.47261421  -0.88039669   0.00034141
   59 -540.43100974  -0.88006607   0.00033062
   60 -540.34602705  -0.87974439   0.00032168
   61 -540.31993504  -0.87943273   0.00031166
   62 -539.90134342  -0.87912052   0.00031221
   63 -539.66732578  -0.87881229   0.00030823
   64 -542.38363336  -0.87858140   0.00023089
   65 -542.63861062  -0.87836505   0.00021635
   66 -542.52294569  -0.87815268   0.00021237
   67 -542.07192433  -0.87793599   0.00021669
   68 -542.05189096  -0.87772513   0.00021085
   69 -541.88285176  -0.87751657   0.00020856
   70 -542.40836441  -0.87732597   0.00019061
   71 -542.10234910  -0.87713411   0.00019185
   72 -542.24455011  -0.87695072   0.00018339
   73 -543.03941749  -0.87678982   0.00016090
   74 -543.60624055  -0.87664577   0.00014404
   75 -542.99275548  -0.87649276   0.00015301
   76 -542.33819252  -0.87632993   0.00016283
   77 -542.19617795  -0.87616827   0.00016167
   78 -542.01094995  -0.87600698   0.00016129
   79 -541.82593868  -0.87584605   0.00016093
   80 -541.94654943  -0.87569154   0.00015450
   81 -541.92669765  -0.87554054   0.00015100
