  cluster  E_norm [Eh]  De [kcal]    p
     1   -229.083065     0.0000   0.8979
     2   -229.080845     1.3931   0.0855
     3   -229.078426     2.9110   0.0066
     4   -229.077792     3.3089   0.0034
     5   -229.077621     3.4159   0.0028
     6   -229.077403     3.5527   0.0022
     7   -229.076432     4.1620   0.0008
     8   -229.075555     4.7121   0.0003
     9   -229.075219     4.9233   0.0002
     10  -229.074554     5.3406   0.0001
     11  -229.074000     5.6880   0.0001
     12  -229.073507     5.9973   0.0000
     13  -229.073261     6.1519   0.0000
     14  -229.072690     6.5102   0.0000
     15  -229.071639     7.1697   0.0000
     16  -229.071284     7.3922   0.0000
     17  -229.069492     8.5167   0.0000
     18  -229.067839     9.5544   0.0000
     19  -229.067370     9.8484   0.0000
     20  -229.064935     ******   0.0000

Ensemble free energy [Eh]:     -229.0831663433
