   #           Energy [Eh]      SASA
No   1     -356.3999784462     4253.9
No   2     -356.4059995800     3941.0
No   3     -356.3906223207     4292.1
No   4     -356.3884648394     4120.0
No   5     -356.3856829999     4189.6
No   6     -356.3982305278     4213.2
No   7     -356.3859549383     4326.2
No   8     -356.3990825054     4238.5
No   9     -356.3901732770     4222.5
No  10     -356.3829398796     4091.8
No  11     -356.3886211870     3971.8
No  12     -356.3929964051     4350.4
No  13     -356.3897046269     4071.0
No  14     -356.3875116506     4292.8
No  15     -356.3884729758     4335.1
No  16     -356.3709461996     4176.4
No  17     -356.3846378493     4319.2
No  18     -356.3720899799     4279.8
No  19     -356.3749045694     4380.6
No  20     -356.3886794714     4212.6
