  cluster  E_norm [Eh]  De [kcal]    p
     1   -779.004011     0.0000   0.8794
     2   -779.001789     1.3942   0.0836
     3   -779.001004     1.8869   0.0364
     4   -778.996891     4.4675   0.0005
     5   -778.994961     5.6790   0.0001
     6   -778.994879     5.7305   0.0001
     7   -778.994399     6.0314   0.0000
     8   -778.993665     6.4920   0.0000
     9   -778.993238     6.7603   0.0000
     10  -778.992517     7.2123   0.0000
     11  -778.990950     8.1960   0.0000
     12  -778.988398     9.7972   0.0000
     13  -778.987837     ******   0.0000
     14  -778.986861     ******   0.0000
     15  -778.986740     ******   0.0000
     16  -778.986642     ******   0.0000
     17  -778.985978     ******   0.0000
     18  -778.985019     ******   0.0000
     19  -778.985000     ******   0.0000
     20  -778.984426     ******   0.0000
     21  -778.984101     ******   0.0000
     22  -778.983127     ******   0.0000
     23  -778.982641     ******   0.0000
     24  -778.982446     ******   0.0000
     25  -778.982439     ******   0.0000
     26  -778.981817     ******   0.0000
     27  -778.979513     ******   0.0000
     28  -778.979154     ******   0.0000
     29  -778.979001     ******   0.0000
     30  -778.978499     ******   0.0000
     31  -778.976969     ******   0.0000
     32  -778.976896     ******   0.0000
     33  -778.976887     ******   0.0000
     34  -778.976576     ******   0.0000
     35  -778.976516     ******   0.0000
     36  -778.976170     ******   0.0000
     37  -778.972323     ******   0.0000
     38  -778.970717     ******   0.0000
     39  -778.969983     ******   0.0000
     40  -778.967338     ******   0.0000
     41  -778.967053     ******   0.0000
     42  -778.965879     ******   0.0000
     43  -778.964604     ******   0.0000
     44  -778.964518     ******   0.0000
     45  -778.963171     ******   0.0000
     46  -778.962512     ******   0.0000
     47  -778.961603     ******   0.0000
     48  -778.961270     ******   0.0000
     49  -778.955591     ******   0.0000
     50  -778.953640     ******   0.0000
     51  -778.949548     ******   0.0000
     52  -778.948067     ******   0.0000
