  cluster  E_norm [Eh]  De [kcal]    p
     1   -371.243177     0.0000   0.6663
     2   -371.241979     0.7520   0.1873
     3   -371.241134     1.2821   0.0765
     4   -371.240592     1.6220   0.0431
     5   -371.239452     2.3371   0.0129
     6   -371.239234     2.4740   0.0102
     7   -371.237448     3.5947   0.0015
     8   -371.236578     4.1410   0.0006
     9   -371.236237     4.3547   0.0004
     10  -371.236064     4.4632   0.0004
     11  -371.236036     4.4811   0.0003
     12  -371.235938     4.5423   0.0003
     13  -371.234322     5.5564   0.0001
     14  -371.231891     7.0821   0.0000
     15  -371.231466     7.3489   0.0000
     16  -371.231417     7.3795   0.0000
     17  -371.230853     7.7333   0.0000
     18  -371.230136     8.1832   0.0000
     19  -371.230001     8.2680   0.0000
     20  -371.229989     8.2756   0.0000

Ensemble free energy [Eh]:     -371.2435603225
