  cluster  E_norm [Eh]  De [kcal]    p
     1   -422.177570     0.0000   0.7482
     2   -422.176452     0.7013   0.2291
     3   -422.173852     2.3331   0.0146
     4   -422.172477     3.1958   0.0034
     5   -422.172172     3.3872   0.0025
     6   -422.171531     3.7891   0.0012
     7   -422.171291     3.9401   0.0010
     8   -422.168234     5.8583   0.0000
     9   -422.167520     6.3064   0.0000
     10  -422.167364     6.4039   0.0000
     11  -422.165157     7.7890   0.0000
     12  -422.162491     9.4619   0.0000
     13  -422.162482     9.4679   0.0000
     14  -422.161748     9.9285   0.0000
     15  -422.161726     9.9419   0.0000
     16  -422.160714     ******   0.0000
     17  -422.160709     ******   0.0000
     18  -422.159846     ******   0.0000
     19  -422.157939     ******   0.0000
     20  -422.157521     ******   0.0000

Ensemble free energy [Eh]:     -422.1778435353
