  cluster  E_norm [Eh]  De [kcal]    p
     1   -906.139767     0.0000   0.9034
     2   -906.137647     1.3300   0.0957
     3   -906.132952     4.2762   0.0007
     4   -906.131908     4.9315   0.0002
     5   -906.129006     6.7526   0.0000
     6   -906.128229     7.2400   0.0000
     7   -906.127078     7.9621   0.0000
     8   -906.127022     7.9974   0.0000
     9   -906.126258     8.4766   0.0000
     10  -906.125536     8.9297   0.0000
     11  -906.125512     8.9448   0.0000
     12  -906.124794     9.3956   0.0000
     13  -906.124389     9.6495   0.0000
     14  -906.123060     ******   0.0000
     15  -906.122726     ******   0.0000
     16  -906.121956     ******   0.0000
     17  -906.121475     ******   0.0000
     18  -906.120944     ******   0.0000
     19  -906.120545     ******   0.0000
     20  -906.120359     ******   0.0000
     21  -906.119830     ******   0.0000
     22  -906.118955     ******   0.0000
     23  -906.118747     ******   0.0000
     24  -906.118495     ******   0.0000
     25  -906.117880     ******   0.0000
     26  -906.117702     ******   0.0000
     27  -906.116612     ******   0.0000
     28  -906.116405     ******   0.0000
     29  -906.116068     ******   0.0000
     30  -906.113595     ******   0.0000
     31  -906.113100     ******   0.0000
     32  -906.112302     ******   0.0000
     33  -906.112152     ******   0.0000
     34  -906.112049     ******   0.0000
     35  -906.111706     ******   0.0000
     36  -906.111669     ******   0.0000
     37  -906.110897     ******   0.0000
     38  -906.110374     ******   0.0000
     39  -906.109979     ******   0.0000
     40  -906.109929     ******   0.0000
     41  -906.109669     ******   0.0000
     42  -906.109439     ******   0.0000
     43  -906.109177     ******   0.0000
     44  -906.109131     ******   0.0000
     45  -906.108372     ******   0.0000
     46  -906.108361     ******   0.0000
     47  -906.108303     ******   0.0000
     48  -906.107611     ******   0.0000
     49  -906.107537     ******   0.0000
     50  -906.107348     ******   0.0000
     51  -906.106385     ******   0.0000
     52  -906.106181     ******   0.0000
     53  -906.106119     ******   0.0000
     54  -906.105975     ******   0.0000
     55  -906.103449     ******   0.0000
     56  -906.103167     ******   0.0000
     57  -906.103018     ******   0.0000
     58  -906.102594     ******   0.0000
     59  -906.102212     ******   0.0000
     60  -906.101654     ******   0.0000
     61  -906.100766     ******   0.0000
     62  -906.100651     ******   0.0000
     63  -906.100375     ******   0.0000
     64  -906.100192     ******   0.0000
     65  -906.099098     ******   0.0000
     66  -906.098764     ******   0.0000
     67  -906.098471     ******   0.0000
     68  -906.098120     ******   0.0000
     69  -906.097683     ******   0.0000
     70  -906.097597     ******   0.0000
     71  -906.097301     ******   0.0000
     72  -906.096987     ******   0.0000
     73  -906.096317     ******   0.0000
     74  -906.094627     ******   0.0000
     75  -906.093911     ******   0.0000
     76  -906.093129     ******   0.0000
     77  -906.093082     ******   0.0000
     78  -906.092728     ******   0.0000
     79  -906.092569     ******   0.0000
     80  -906.092141     ******   0.0000
     81  -906.091237     ******   0.0000
     82  -906.091157     ******   0.0000
     83  -906.088950     ******   0.0000
     84  -906.088561     ******   0.0000
     85  -906.087870     ******   0.0000
     86  -906.087822     ******   0.0000
     87  -906.087814     ******   0.0000
     88  -906.086989     ******   0.0000
     89  -906.085164     ******   0.0000
     90  -906.085107     ******   0.0000
     91  -906.083792     ******   0.0000
     92  -906.082492     ******   0.0000
     93  -906.080854     ******   0.0000
     94  -906.080625     ******   0.0000
     95  -906.080327     ******   0.0000
     96  -906.079746     ******   0.0000
     97  -906.079577     ******   0.0000
     98  -906.076907     ******   0.0000
     99  -906.075723     ******   0.0000
     100  -906.068524     ******   0.0000
     101  -906.065765     ******   0.0000
     102  -906.059574     ******   0.0000
