  cluster  E_norm [Eh]  De [kcal]    p
     1   -243.927351     0.0000   0.9371
     2   -243.924495     1.7922   0.0455
     3   -243.922527     3.0272   0.0057
     4   -243.922074     3.3118   0.0035
     5   -243.921514     3.6627   0.0019
     6   -243.921036     3.9631   0.0012
     7   -243.920975     4.0011   0.0011
     8   -243.920969     4.0047   0.0011
     9   -243.920461     4.3239   0.0006
     10  -243.920279     4.4377   0.0005
     11  -243.920121     4.5368   0.0004
     12  -243.919983     4.6235   0.0004
     13  -243.919947     4.6460   0.0004
     14  -243.919317     5.0416   0.0002
     15  -243.918717     5.4182   0.0001
     16  -243.918520     5.5415   0.0001
     17  -243.918358     5.6433   0.0001
     18  -243.918278     5.6934   0.0001
     19  -243.918247     5.7130   0.0001
     20  -243.918058     5.8319   0.0000

Ensemble free energy [Eh]:     -243.9274126419
