  cluster  E_norm [Eh]  De [kcal]    p
     1   -509.163386     0.0000   0.9998
     2   -509.155063     5.2224   0.0001
     3   -509.153631     6.1210   0.0000
     4   -509.153150     6.4229   0.0000
     5   -509.152953     6.5464   0.0000
     6   -509.151904     7.2049   0.0000
     7   -509.150255     8.2397   0.0000
     8   -509.149506     8.7100   0.0000
     9   -509.149307     8.8347   0.0000
     10  -509.148936     9.0674   0.0000
     11  -509.147675     9.8584   0.0000
     12  -509.147320     ******   0.0000
     13  -509.146694     ******   0.0000
     14  -509.144774     ******   0.0000
     15  -509.144598     ******   0.0000
     16  -509.144072     ******   0.0000
     17  -509.142199     ******   0.0000
     18  -509.141388     ******   0.0000
     19  -509.134241     ******   0.0000
     20  -509.129757     ******   0.0000

Ensemble free energy [Eh]:     -509.1633860425
