   #   Energy       Run. Aver.   Diff / au.
    1 -424.74259112  -0.67687033  -0.67687033
    2 -381.73091097  -0.98103376  -0.30416343
    3 -369.77274266  -0.95183376   0.02920001
    4 -367.92666881  -0.85315742   0.09867634
    5 -370.94095047  -0.78101706   0.07214036
    6 -372.56336571  -0.73777707   0.04323999
    7 -379.34844939  -0.71256465   0.02521241
    8 -377.69323730  -0.69557907   0.01698558
    9 -383.54655366  -0.68431859   0.01126049
   10 -380.86441299  -0.67545528   0.00886331
   11 -380.21131263  -0.66832679   0.00712849
   12 -379.58926838  -0.66244835   0.00587845
   13 -379.73159233  -0.65758788   0.00486047
   14 -381.89440660  -0.65374067   0.00384721
   15 -383.42782529  -0.65063689   0.00310379
   16 -386.41238474  -0.64826480   0.00237209
   17 -388.29136322  -0.64639096   0.00187384
   18 -388.44395002  -0.64476651   0.00162445
   19 -388.33168329  -0.64331677   0.00144974
   20 -391.98670821  -0.64231197   0.00100480
   21 -392.09950562  -0.64143261   0.00087936
   22 -392.04115050  -0.64063467   0.00079794
   23 -392.64575395  -0.63995155   0.00068312
   24 -393.54366357  -0.63938976   0.00056179
   25 -393.57317485  -0.63887964   0.00051011
   26 -393.47729214  -0.63840488   0.00047476
   27 -393.32064545  -0.63795735   0.00044753
   28 -393.44541778  -0.63754986   0.00040749
   29 -393.74360978  -0.63718824   0.00036162
   30 -391.01738158  -0.63670743   0.00048080
   31 -389.54367636  -0.63617805   0.00052939
   32 -390.08294121  -0.63570709   0.00047096
   33 -390.60083699  -0.63529145   0.00041564
   34 -390.26630907  -0.63488621   0.00040524
   35 -388.42065011  -0.63442038   0.00046582
   36 -389.39213890  -0.63402176   0.00039862
   37 -389.41643431  -0.63364755   0.00037421
   38 -389.69052554  -0.63330517   0.00034238
   39 -390.00704663  -0.63299410   0.00031107
   40 -389.82936498  -0.63269228   0.00030181
