  cluster  E_norm [Eh]  De [kcal]    p
     1   -244.156432     0.0000   0.8364
     2   -244.154789     1.0306   0.1469
     3   -244.152689     2.3487   0.0159
     4   -244.149247     4.5088   0.0004
     5   -244.148240     5.1407   0.0001
     6   -244.148058     5.2548   0.0001
     7   -244.147431     5.6481   0.0001
     8   -244.146956     5.9465   0.0000
     9   -244.146627     6.1525   0.0000
     10  -244.146237     6.3974   0.0000
     11  -244.145862     6.6329   0.0000
     12  -244.145846     6.6429   0.0000
     13  -244.145661     6.7588   0.0000
     14  -244.145222     7.0343   0.0000
     15  -244.144983     7.1846   0.0000
     16  -244.144820     7.2867   0.0000
     17  -244.143855     7.8920   0.0000
     18  -244.143645     8.0242   0.0000
     19  -244.142576     8.6949   0.0000
     20  -244.142467     8.7630   0.0000

Ensemble free energy [Eh]:     -244.1566006320
