   #   Energy       Run. Aver.   Diff / au.
    1 -441.19442968  -0.70308800  -0.70308800
    2 -398.01398450  -1.02022580  -0.31713780
    3 -390.81269355  -0.99346300   0.02676280
    4 -385.96746613  -0.89217611   0.10128689
    5 -385.73152059  -0.81642396   0.07575215
    6 -387.16936865  -0.77056021   0.04586375
    7 -389.21487123  -0.74253583   0.02802438
    8 -389.61153339  -0.72382648   0.01870935
    9 -387.09831982  -0.70986476   0.01396172
   10 -385.55750767  -0.69892461   0.01094015
   11 -384.19364591  -0.69005067   0.00887393
   12 -385.64662877  -0.68302087   0.00702980
   13 -388.70505495  -0.67758935   0.00543152
   14 -391.97566843  -0.67342021   0.00416914
   15 -387.68045220  -0.66943479   0.00398542
   16 -388.26495998  -0.66601725   0.00341754
   17 -387.85081899  -0.66299635   0.00302090
   18 -389.39972450  -0.66047028   0.00252608
   19 -384.70569760  -0.65784244   0.00262783
   20 -387.11005183  -0.65566388   0.00217856
   21 -387.19086904  -0.65372033   0.00194355
   22 -389.15798088  -0.65210664   0.00161369
   23 -389.67112794  -0.65068316   0.00142347
   24 -390.02650868  -0.64940983   0.00127333
   25 -388.40024760  -0.64814071   0.00126912
   26 -389.48026536  -0.64703557   0.00110514
   27 -389.39348064  -0.64601325   0.00102232
   28 -390.79885392  -0.64514689   0.00086636
   29 -389.92941687  -0.64429788   0.00084901
   30 -389.84875830  -0.64350177   0.00079611
   31 -390.18979764  -0.64277625   0.00072551
   32 -391.31261881  -0.64215421   0.00062205
   33 -390.76237403  -0.64154643   0.00060778
   34 -392.01103376  -0.64103334   0.00051309
   35 -391.58404505  -0.64053284   0.00050050
   36 -391.76496481  -0.64006850   0.00046434
   37 -394.32909019  -0.63974067   0.00032782
   38 -395.08380258  -0.63946535   0.00027533
   39 -395.61485863  -0.63922718   0.00023816
   40 -395.01970766  -0.63897815   0.00024904
   41 -392.89616131  -0.63865846   0.00031969
   42 -392.83294606  -0.63834991   0.00030855
   43 -393.02617002  -0.63806313   0.00028678
   44 -392.07090587  -0.63775528   0.00030785
   45 -391.55301483  -0.63744231   0.00031297
   46 -396.09328639  -0.63730013   0.00014219
   47 -396.18067300  -0.63717059   0.00012954
   48 -395.65395438  -0.63702922   0.00014136
   49 -396.75802029  -0.63692929   0.00009993
   50 -398.46104774  -0.63688847   0.00004082
   51 -398.71088442  -0.63685821   0.00003026
   52 -398.62340277  -0.63682664   0.00003157
   53 -398.01448335  -0.63677793   0.00004871
   54 -397.90179243  -0.63672738   0.00005055
   55 -397.82162018  -0.63667630   0.00005107
   56 -394.99710186  -0.63654667   0.00012963
   57 -395.14863034  -0.63642444   0.00012223
   58 -395.02130660  -0.63630306   0.00012138
   59 -395.86232074  -0.63620852   0.00009454
   60 -396.13777061  -0.63612490   0.00008362
   61 -398.02716825  -0.63609356   0.00003134
   62 -398.41800510  -0.63607411   0.00001944
   63 -398.60993438  -0.63606033   0.00001378
   64 -398.56738201  -0.63604601   0.00001432
   65 -398.79622463  -0.63603773   0.00000828
   66 -398.34623327  -0.63601893   0.00001880
   67 -397.88022931  -0.63598945   0.00002948
   68 -398.02131523  -0.63596398   0.00002547
   69 -397.77196362  -0.63593355   0.00003043
   70 -397.99449005  -0.63590899   0.00002456
   71 -397.18164373  -0.63586695   0.00004203
   72 -396.71959192  -0.63581562   0.00005134
   73 -396.48711154  -0.63576049   0.00005513
   74 -396.64422286  -0.63571018   0.00005031
   75 -396.08827034  -0.63564946   0.00006072
   76 -396.40258611  -0.63559680   0.00005266
   77 -396.31341696  -0.63554376   0.00005304
   78 -396.71973772  -0.63550038   0.00004338
   79 -396.59313558  -0.63545566   0.00004471
   80 -396.21812971  -0.63540458   0.00005108
   81 -396.34735093  -0.63535722   0.00004736
   82 -396.31285393  -0.63531039   0.00004683
   83 -396.28080543  -0.63526409   0.00004631
   84 -396.23862233  -0.63521809   0.00004600
   85 -394.39873658  -0.63513868   0.00007941
   86 -394.19233086  -0.63505690   0.00008178
   87 -393.70653682  -0.63496808   0.00008882
   88 -394.93299558  -0.63490341   0.00006467
   89 -395.38339917  -0.63484852   0.00005488
   90 -395.98951719  -0.63480570   0.00004282
