  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.763941     0.0000   0.5746
     2   -167.763507     0.2728   0.3626
     3   -167.760635     2.0744   0.0173
     4   -167.760136     2.3880   0.0102
     5   -167.760108     2.4054   0.0099
     6   -167.759893     2.5402   0.0079
     7   -167.759344     2.8845   0.0044
     8   -167.759262     2.9365   0.0040
     9   -167.759127     3.0212   0.0035
     10  -167.758845     3.1981   0.0026
     11  -167.757973     3.7453   0.0010
     12  -167.756896     4.4208   0.0003
     13  -167.756883     4.4293   0.0003
     14  -167.756603     4.6051   0.0002
     15  -167.756578     4.6205   0.0002
     16  -167.756367     4.7532   0.0002
     17  -167.756349     4.7642   0.0002
     18  -167.756113     4.9121   0.0001
     19  -167.756085     4.9300   0.0001
     20  -167.755611     5.2270   0.0001

Ensemble free energy [Eh]:     -167.7644644325
