   #   Energy       Run. Aver.   Diff / au.
    1 -440.53927014  -0.70204394  -0.70204394
    2 -396.98039324  -1.01835817  -0.31631423
    3 -390.56829538  -0.99181357   0.02654460
    4 -386.20770018  -0.89108929   0.10072427
    5 -384.61835570  -0.81531224   0.07577705
    6 -384.37824925  -0.76888830   0.04642394
    7 -386.06540868  -0.74030574   0.02858256
    8 -386.59907294  -0.72120530   0.01910044
    9 -383.69909867  -0.70688948   0.01431582
   10 -383.81768978  -0.69593419   0.01095529
   11 -382.77248759  -0.68712485   0.00880934
   12 -380.66183153  -0.67968226   0.00744258
   13 -383.65841011  -0.67385716   0.00582510
   14 -385.86880351  -0.66923136   0.00462580
   15 -382.23009264  -0.66491570   0.00431565
   16 -385.03851019  -0.66143861   0.00347709
   17 -386.13183106  -0.65852240   0.00291621
   18 -387.26623367  -0.65606181   0.00246059
   19 -386.52674487  -0.65382219   0.00223963
   20 -384.64232231  -0.65166742   0.00215477
   21 -385.21590689  -0.64976544   0.00190198
   22 -387.21990969  -0.64819301   0.00157242
   23 -387.33981034  -0.64677996   0.00141305
   24 -389.27982248  -0.64562012   0.00115984
   25 -388.56100307  -0.64451737   0.00110275
   26 -387.63764594  -0.64344506   0.00107232
   27 -390.07939623  -0.64259741   0.00084764
   28 -388.89157451  -0.64175074   0.00084668
   29 -386.70153599  -0.64084214   0.00090860
   30 -386.53629845  -0.63998327   0.00085887
   31 -390.26852398  -0.63937328   0.00060999
   32 -390.69277342  -0.63883032   0.00054296
   33 -392.62876451  -0.63841579   0.00041453
   34 -392.49027985  -0.63802292   0.00039286
   35 -392.07382546  -0.63763417   0.00038876
   36 -396.31631807  -0.63745493   0.00017924
   37 -396.30180600  -0.63729041   0.00016452
   38 -396.16854836  -0.63712935   0.00016106
   39 -396.12813703  -0.63697499   0.00015436
   40 -396.38183145  -0.63683862   0.00013637
   41 -396.25859645  -0.63670455   0.00013407
   42 -395.21452479  -0.63653731   0.00016724
   43 -395.11119223  -0.63637324   0.00016407
   44 -395.64427025  -0.63623601   0.00013723
   45 -395.52783205  -0.63610135   0.00013466
   46 -396.57380054  -0.63600884   0.00009251
   47 -394.70225496  -0.63585771   0.00015113
   48 -394.83487116  -0.63571605   0.00014166
   49 -394.89059826  -0.63558218   0.00013387
   50 -395.07482583  -0.63545970   0.00012249
   51 -394.86776243  -0.63533577   0.00012393
   52 -395.59492642  -0.63523886   0.00009691
   53 -395.11904188  -0.63513181   0.00010705
   54 -395.18964347  -0.63503063   0.00010119
   55 -396.49675123  -0.63497110   0.00005953
   56 -395.78750214  -0.63489425   0.00007684
   57 -396.74370646  -0.63484654   0.00004772
   58 -397.37493531  -0.63481831   0.00002823
   59 -397.39639179  -0.63479195   0.00002636
   60 -397.69436884  -0.63477442   0.00001753
