  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.429771     0.0000   0.4767
     2   -305.429554     0.1362   0.3788
     3   -305.428629     0.7169   0.1421
     4   -305.424785     3.1288   0.0024
     5   -305.420487     5.8258   0.0000
     6   -305.420125     6.0530   0.0000
     7   -305.418753     6.9138   0.0000
     8   -305.418635     6.9879   0.0000
     9   -305.417255     7.8537   0.0000
     10  -305.416803     8.1376   0.0000
     11  -305.415098     9.2077   0.0000
     12  -305.415032     9.2492   0.0000
     13  -305.414662     9.4808   0.0000
     14  -305.414235     9.7490   0.0000
     15  -305.414233     9.7504   0.0000
     16  -305.413777     ******   0.0000
     17  -305.413458     ******   0.0000
     18  -305.413110     ******   0.0000
     19  -305.405419     ******   0.0000
     20  -305.397748     ******   0.0000

Ensemble free energy [Eh]:     -305.4304707148
