  cluster  E_norm [Eh]  De [kcal]    p
     1   -891.229606     0.0000   0.5700
     2   -891.229288     0.1993   0.4072
     3   -891.226377     2.0264   0.0186
     4   -891.224305     3.3265   0.0021
     5   -891.223331     3.9375   0.0007
     6   -891.222794     4.2744   0.0004
     7   -891.222595     4.3992   0.0003
     8   -891.221920     4.8231   0.0002
     9   -891.221786     4.9074   0.0001
     10  -891.221666     4.9823   0.0001
     11  -891.220595     5.6544   0.0000
     12  -891.220211     5.8954   0.0000
     13  -891.220009     6.0220   0.0000
     14  -891.219870     6.1096   0.0000
     15  -891.218959     6.6811   0.0000
     16  -891.218038     7.2587   0.0000
     17  -891.216824     8.0205   0.0000
     18  -891.216024     8.5226   0.0000
     19  -891.215355     8.9428   0.0000
     20  -891.211949     ******   0.0000

Ensemble free energy [Eh]:     -891.2301366462
