  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.768992     0.0000   0.6655
     2   -167.767683     0.8214   0.1664
     3   -167.767483     0.9469   0.1346
     4   -167.765435     2.2323   0.0154
     5   -167.764774     2.6471   0.0076
     6   -167.764711     2.6868   0.0071
     7   -167.763373     3.5261   0.0017
     8   -167.762192     4.2673   0.0005
     9   -167.761702     4.5744   0.0003
     10  -167.761415     4.7549   0.0002
     11  -167.761121     4.9391   0.0002
     12  -167.761077     4.9671   0.0002
     13  -167.760809     5.1350   0.0001
     14  -167.760087     5.5879   0.0001
     15  -167.759879     5.7185   0.0000
     16  -167.759800     5.7683   0.0000
     17  -167.759600     5.8939   0.0000
     18  -167.759329     6.0640   0.0000
     19  -167.759236     6.1220   0.0000
     20  -167.759007     6.2660   0.0000

Ensemble free energy [Eh]:     -167.7693767385
