  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.313062     0.0000   0.6946
     2   -320.311895     0.7323   0.2018
     3   -320.310327     1.7160   0.0384
     4   -320.309844     2.0194   0.0230
     5   -320.309510     2.2290   0.0161
     6   -320.309490     2.2416   0.0158
     7   -320.308521     2.8495   0.0057
     8   -320.307364     3.5757   0.0017
     9   -320.306689     3.9990   0.0008
     10  -320.306509     4.1122   0.0007
     11  -320.306412     4.1732   0.0006
     12  -320.306153     4.3356   0.0005
     13  -320.305180     4.9463   0.0002
     14  -320.305079     5.0096   0.0001
     15  -320.304140     5.5988   0.0001
     16  -320.303335     6.1040   0.0000
     17  -320.303307     6.1213   0.0000
     18  -320.302382     6.7019   0.0000
     19  -320.302320     6.7408   0.0000
     20  -320.301397     7.3201   0.0000

Ensemble free energy [Eh]:     -320.3134061074
