   #           Energy [Eh]      SASA
No   1     -407.2796326452     4496.0
No   2     -407.2765885422     4446.3
No   3     -407.2805257939     4326.9
No   4     -407.2856200375     4356.2
No   5     -407.2916444655     4481.0
No   6     -407.2816420047     4547.3
No   7     -407.2804604429     4437.5
No   8     -407.2593506711     4455.8
No   9     -407.2782455797     4455.0
No  10     -407.2769042634     4480.5
No  11     -407.2703380044     4387.2
No  12     -407.2798618518     4547.7
No  13     -407.2839704843     4561.4
No  14     -407.2683804367     4267.7
No  15     -407.2750865704     4430.4
No  16     -407.2711437854     4770.8
No  17     -407.2533859514     4633.3
No  18     -407.2797886071     4550.0
No  19     -407.2685268781     4376.5
No  20     -407.2596328424     4650.1
