  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.430265     0.0000   0.9186
     2   -305.427240     1.8980   0.0373
     3   -305.426988     2.0560   0.0286
     4   -305.425736     2.8414   0.0076
     5   -305.424702     3.4907   0.0025
     6   -305.424573     3.5718   0.0022
     7   -305.424331     3.7231   0.0017
     8   -305.423533     4.2242   0.0007
     9   -305.423114     4.4869   0.0005
     10  -305.422023     5.1715   0.0001
     11  -305.421487     5.5081   0.0001
     12  -305.420501     6.1265   0.0000
     13  -305.418866     7.1528   0.0000
     14  -305.417066     8.2822   0.0000
     15  -305.416965     8.3457   0.0000
     16  -305.416525     8.6217   0.0000
     17  -305.416361     8.7247   0.0000
     18  -305.413918     ******   0.0000
     19  -305.413283     ******   0.0000
     20  -305.412372     ******   0.0000

Ensemble free energy [Eh]:     -305.4303447571
