  cluster  E_norm [Eh]  De [kcal]    p
     1   -152.925297     0.0000   0.9920
     2   -152.919848     3.4189   0.0031
     3   -152.919502     3.6362   0.0021
     4   -152.919012     3.9437   0.0013
     5   -152.918219     4.4415   0.0006
     6   -152.918128     4.4984   0.0005
     7   -152.916603     5.4556   0.0001
     8   -152.916565     5.4793   0.0001
     9   -152.916482     5.5314   0.0001
     10  -152.915472     6.1650   0.0000
     11  -152.915399     6.2107   0.0000
     12  -152.915016     6.4513   0.0000
     13  -152.914572     6.7298   0.0000
     14  -152.914164     6.9857   0.0000
     15  -152.914155     6.9914   0.0000
     16  -152.913923     7.1374   0.0000
     17  -152.913903     7.1495   0.0000
     18  -152.913771     7.2325   0.0000
     19  -152.913440     7.4404   0.0000
     20  -152.913147     7.6241   0.0000

Ensemble free energy [Eh]:     -152.9253042537
