   #           Energy [Eh]      SASA
No   1     -178.1302539023     2519.6
No   2     -178.1231942181     2732.2
No   3     -178.1191369574     2676.2
No   4     -178.1263865395     2769.7
No   5     -178.1270699596     2909.8
No   6     -178.1219739003     2610.6
No   7     -178.1235693774     2762.4
No   8     -178.1181895134     2703.3
No   9     -178.1228823746     2666.5
No  10     -178.1158229621     2682.5
No  11     -178.1134827265     2651.9
No  12     -178.1245907336     2654.8
No  13     -178.1189000086     2701.2
No  14     -178.1207881513     2650.6
No  15     -178.1203811024     2790.5
No  16     -178.1144834419     2608.6
No  17     -178.1166235572     2644.0
No  18     -178.1269003691     2598.5
No  19     -178.1205845907     2654.8
No  20     -178.1244382569     2845.7
