  cluster  E_norm [Eh]  De [kcal]    p
     1   -147.393238     0.0000   0.6137
     2   -147.392055     0.7420   0.1754
     3   -147.392007     0.7724   0.1666
     4   -147.390756     1.5570   0.0443

Ensemble free energy [Eh]:     -147.3936986012
