  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.472859     0.0000   0.9933
     2   -305.467152     3.5813   0.0024
     3   -305.466773     3.8188   0.0016
     4   -305.466207     4.1743   0.0009
     5   -305.466167     4.1992   0.0008
     6   -305.466140     4.2162   0.0008
     7   -305.464607     5.1782   0.0002
     8   -305.464033     5.5384   0.0001
     9   -305.462636     6.4151   0.0000
     10  -305.459571     8.3383   0.0000
     11  -305.459430     8.4265   0.0000
     12  -305.459390     8.4519   0.0000
     13  -305.458770     8.8410   0.0000
     14  -305.458049     9.2935   0.0000
     15  -305.457886     9.3955   0.0000
     16  -305.457694     9.5159   0.0000
     17  -305.456287     ******   0.0000
     18  -305.456239     ******   0.0000
     19  -305.454265     ******   0.0000
     20  -305.454007     ******   0.0000

Ensemble free energy [Eh]:     -305.4728651893
