   #   Energy       Run. Aver.   Diff / au.
    1 -424.69156924  -0.67678902  -0.67678902
    2 -378.90982450  -0.97870461  -0.30191559
    3 -367.61146139  -0.94838363   0.03032098
    4 -367.17642253  -0.84999068   0.09839295
    5 *************  -5.74924520  -4.89925452
    6 -376.26077615  -5.70751503   0.04173017
    7 -382.24607926  -4.97321541   0.73429962
    8 -384.19963173  -4.33630866   0.63690675
    9 -380.69464218  -3.85113755   0.48517110
   10 -381.11500397  -3.47824122   0.37289633
   11 -380.21111654  -3.18322007   0.29502115
   12 -381.91781325  -2.94408536   0.23913471
   13 -380.15460572  -2.74582342   0.19826194
   14 -384.39351535  -2.57928661   0.16653681
   15 -387.05682367  -2.43735267   0.14193395
   16 -383.89982194  -2.31438371   0.12296896
   17 -383.81258550  -2.20698909   0.10739461
   18 -380.56807373  -2.11210521   0.09488389
   19 -382.02603969  -2.02798984   0.08411536
   20 -384.41603073  -1.95301488   0.07497497
   21 -383.64261047  -1.88555695   0.06745793
   22 -382.90129187  -1.82451954   0.06103740
   23 -381.55291750  -1.76897547   0.05554408
   24 -384.45672902  -1.71848177   0.05049370
   25 -387.70318470  -1.67243652   0.04604525
   26 -389.32041545  -1.63020343   0.04223309
   27 -390.30213907  -1.59129786   0.03890558
   28 -390.74702932  -1.55531541   0.03598245
   29 -390.69679089  -1.52191255   0.03340286
   30 -391.14896322  -1.49084655   0.03106600
