  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.221384     0.0000   0.9445
     2   -127.218122     2.0470   0.0298
     3   -127.217329     2.5446   0.0129
     4   -127.216954     2.7794   0.0087
     5   -127.215917     3.4303   0.0029
     6   -127.214608     4.2517   0.0007
     7   -127.213445     4.9816   0.0002
     8   -127.213189     5.1420   0.0002
     9   -127.212752     5.4167   0.0001
     10  -127.212282     5.7116   0.0001
     11  -127.210781     6.6532   0.0000
     12  -127.210526     6.8132   0.0000
     13  -127.210021     7.1300   0.0000
     14  -127.209393     7.5242   0.0000
     15  -127.205948     9.6859   0.0000
     16  -127.205880     9.7286   0.0000
     17  -127.204653     ******   0.0000
     18  -127.203373     ******   0.0000
     19  -127.199239     ******   0.0000
     20  -127.198449     ******   0.0000

Ensemble free energy [Eh]:     -127.2214376065
