  cluster  E_norm [Eh]  De [kcal]    p
     1   -147.818977     0.0000   0.7503
     2   -147.817149     1.1472   0.1082
     3   -147.817073     1.1944   0.0999
     4   -147.816244     1.7148   0.0415

Ensemble free energy [Eh]:     -147.8192479960
