   #   Energy       Run. Aver.   Diff / au.
    1 -440.42291924  -0.70185852  -0.70185852
    2 -397.11054325  -1.01827645  -0.31641793
    3 -390.58753809  -0.99180388   0.02647258
    4 -385.41597976  -0.89078461   0.10101927
    5 -385.41611267  -0.81526376   0.07552085
    6 -385.29492351  -0.76913407   0.04612969
    7 -388.12471625  -0.74102725   0.02810682
    8 -391.34542904  -0.72284157   0.01818569
    9 -391.16101284  -0.70976684   0.01307473
   10 -390.93849464  -0.69978269   0.00998415
   11 -388.34993204  -0.69151979   0.00826290
   12 -390.20722679  -0.68502413   0.00649566
   13 -389.23395563  -0.67954443   0.00547970
   14 -387.90463650  -0.67476880   0.00477563
   15 -390.64150484  -0.67096762   0.00380118
   16 -391.01753054  -0.66773995   0.00322767
   17 -392.80858517  -0.66509364   0.00264632
   18 -387.91388195  -0.66234031   0.00275333
   19 -384.76588443  -0.65960714   0.00273317
   20 -386.64625072  -0.65729812   0.00230902
   21 -385.77141300  -0.65516282   0.00213530
   22 -384.76929431  -0.65315694   0.00200588
   23 -384.17843321  -0.65129018   0.00186676
   24 -386.55156265  -0.64974235   0.00154783
   25 -388.60208041  -0.64846181   0.00128054
   26 -387.64116402  -0.64723116   0.00123065
   27 -388.24228710  -0.64612900   0.00110216
   28 -388.49057974  -0.64512428   0.00100472
   29 -387.71162167  -0.64414941   0.00097487
   30 -388.09538450  -0.64326091   0.00088850
   31 -389.34290915  -0.64249665   0.00076426
   32 -388.83522819  -0.64175876   0.00073789
   33 -389.62708172  -0.64110462   0.00065413
   34 -389.31399485  -0.64047676   0.00062787
   35 -389.51461589  -0.63989465   0.00058210
