  cluster  E_norm [Eh]  De [kcal]    p
     1   -218.694089     0.0000   0.9995
     2   -218.686727     4.6197   0.0004
     3   -218.685040     5.6781   0.0001
     4   -218.681905     7.6454   0.0000
     5   -218.681228     8.0704   0.0000
     6   -218.681109     8.1451   0.0000
     7   -218.680833     8.3180   0.0000
     8   -218.680150     8.7465   0.0000
     9   -218.678876     9.5465   0.0000
     10  -218.677597     ******   0.0000
     11  -218.677319     ******   0.0000
     12  -218.676901     ******   0.0000
     13  -218.676404     ******   0.0000
     14  -218.676092     ******   0.0000
     15  -218.676073     ******   0.0000
     16  -218.675890     ******   0.0000
     17  -218.675295     ******   0.0000
     18  -218.675274     ******   0.0000
     19  -218.675136     ******   0.0000
     20  -218.674706     ******   0.0000

Ensemble free energy [Eh]:     -218.6940892905
