  cluster  E_norm [Eh]  De [kcal]    p
     1   -422.410665     0.0000   0.5962
     2   -422.409606     0.6648   0.1941
     3   -422.409026     1.0286   0.1050
     4   -422.409017     1.0342   0.1040
     5   -422.403606     4.4299   0.0003
     6   -422.403036     4.7877   0.0002
     7   -422.402171     5.3301   0.0001
     8   -422.401631     5.6693   0.0000
     9   -422.400209     6.5616   0.0000
     10  -422.399827     6.8013   0.0000
     11  -422.399532     6.9862   0.0000
     12  -422.398041     7.9220   0.0000
     13  -422.397749     8.1051   0.0000
     14  -422.397180     8.4626   0.0000
     15  -422.395897     9.2674   0.0000
     16  -422.394969     9.8495   0.0000
     17  -422.394744     9.9909   0.0000
     18  -422.394594     ******   0.0000
     19  -422.394558     ******   0.0000
     20  -422.394264     ******   0.0000
     21  -422.394185     ******   0.0000
     22  -422.393670     ******   0.0000
     23  -422.392990     ******   0.0000
     24  -422.392789     ******   0.0000
     25  -422.391803     ******   0.0000
     26  -422.390836     ******   0.0000
     27  -422.390514     ******   0.0000
     28  -422.390398     ******   0.0000
     29  -422.388947     ******   0.0000
     30  -422.388742     ******   0.0000
     31  -422.387731     ******   0.0000
     32  -422.386233     ******   0.0000
     33  -422.385823     ******   0.0000
     34  -422.385320     ******   0.0000
     35  -422.384963     ******   0.0000
     36  -422.383900     ******   0.0000
     37  -422.383528     ******   0.0000
     38  -422.383374     ******   0.0000
     39  -422.382678     ******   0.0000
     40  -422.382125     ******   0.0000
     41  -422.380347     ******   0.0000
     42  -422.380314     ******   0.0000
     43  -422.378741     ******   0.0000
     44  -422.378059     ******   0.0000
     45  -422.374897     ******   0.0000
     46  -422.374103     ******   0.0000
     47  -422.373837     ******   0.0000
     48  -422.371740     ******   0.0000
     49  -422.371718     ******   0.0000
     50  -422.368407     ******   0.0000
     51  -422.363455     ******   0.0000
