  cluster  E_norm [Eh]  De [kcal]    p
     1   -203.623031     0.0000   0.7243
     2   -203.622094     0.5883   0.2683
     3   -203.618418     2.8946   0.0055
     4   -203.617077     3.7366   0.0013
     5   -203.615085     4.9867   0.0002
     6   -203.614803     5.1631   0.0001
     7   -203.614599     5.2912   0.0001
     8   -203.614540     5.3284   0.0001
     9   -203.613734     5.8339   0.0000
     10  -203.613062     6.2557   0.0000
     11  -203.612924     6.3422   0.0000
     12  -203.612466     6.6297   0.0000
     13  -203.612076     6.8746   0.0000
     14  -203.610955     7.5783   0.0000
     15  -203.608989     8.8116   0.0000
     16  -203.607385     9.8179   0.0000
     17  -203.606613     ******   0.0000
     18  -203.604127     ******   0.0000
     19  -203.603060     ******   0.0000
     20  -203.602124     ******   0.0000

Ensemble free energy [Eh]:     -203.6233358868
