  cluster  E_norm [Eh]  De [kcal]    p
     1   -906.389383     0.0000   0.9958
     2   -906.384158     3.2788   0.0039
     3   -906.381539     4.9228   0.0002
     4   -906.375893     8.4653   0.0000
     5   -906.375447     8.7452   0.0000
     6   -906.374334     9.4438   0.0000
     7   -906.374331     9.4454   0.0000
     8   -906.373569     9.9239   0.0000
     9   -906.373462     9.9909   0.0000
     10  -906.367538     ******   0.0000
     11  -906.367066     ******   0.0000
     12  -906.366846     ******   0.0000
     13  -906.366090     ******   0.0000
     14  -906.364821     ******   0.0000
     15  -906.364679     ******   0.0000
     16  -906.363964     ******   0.0000
     17  -906.363229     ******   0.0000
     18  -906.362365     ******   0.0000
     19  -906.362235     ******   0.0000
     20  -906.360920     ******   0.0000
     21  -906.356748     ******   0.0000
     22  -906.356575     ******   0.0000
     23  -906.356222     ******   0.0000
     24  -906.355351     ******   0.0000
     25  -906.355007     ******   0.0000
     26  -906.354784     ******   0.0000
     27  -906.354342     ******   0.0000
     28  -906.353867     ******   0.0000
     29  -906.353731     ******   0.0000
     30  -906.353534     ******   0.0000
     31  -906.353303     ******   0.0000
     32  -906.353256     ******   0.0000
     33  -906.353107     ******   0.0000
     34  -906.352441     ******   0.0000
     35  -906.351895     ******   0.0000
     36  -906.350827     ******   0.0000
     37  -906.349444     ******   0.0000
     38  -906.345291     ******   0.0000
     39  -906.342316     ******   0.0000
     40  -906.339185     ******   0.0000
     41  -906.338146     ******   0.0000
     42  -906.337810     ******   0.0000
     43  -906.336926     ******   0.0000
     44  -906.335578     ******   0.0000
     45  -906.333873     ******   0.0000
     46  -906.332037     ******   0.0000
     47  -906.330933     ******   0.0000
     48  -906.330685     ******   0.0000
     49  -906.327911     ******   0.0000
     50  -906.327008     ******   0.0000
     51  -906.326553     ******   0.0000
     52  -906.321701     ******   0.0000
     53  -906.319464     ******   0.0000
     54  -906.301898     ******   0.0000
