  cluster  E_norm [Eh]  De [kcal]    p
     1   -244.150834     0.0000   0.9473
     2   -244.147917     1.8308   0.0431
     3   -244.145615     3.2750   0.0038
     4   -244.144954     3.6902   0.0019
     5   -244.144915     3.7144   0.0018
     6   -244.144169     4.1824   0.0008
     7   -244.143527     4.5853   0.0004
     8   -244.143387     4.6735   0.0004
     9   -244.142856     5.0066   0.0002
     10  -244.142231     5.3986   0.0001
     11  -244.142084     5.4910   0.0001
     12  -244.141421     5.9069   0.0000
     13  -244.141401     5.9194   0.0000
     14  -244.141224     6.0306   0.0000
     15  -244.140694     6.3634   0.0000
     16  -244.140686     6.3681   0.0000
     17  -244.140680     6.3722   0.0000
     18  -244.140266     6.6315   0.0000
     19  -244.139607     7.0450   0.0000
     20  -244.139486     7.1215   0.0000
     21  -244.139271     7.2564   0.0000
     22  -244.139133     7.3427   0.0000
     23  -244.138871     7.5072   0.0000
     24  -244.138051     8.0215   0.0000
     25  -244.137615     8.2950   0.0000
     26  -244.137301     8.4921   0.0000
     27  -244.137248     8.5257   0.0000
     28  -244.137031     8.6619   0.0000
     29  -244.137023     8.6668   0.0000
     30  -244.136974     8.6977   0.0000
     31  -244.136494     8.9990   0.0000
     32  -244.135999     9.3092   0.0000
     33  -244.135352     9.7154   0.0000
     34  -244.134828     ******   0.0000
     35  -244.134347     ******   0.0000
     36  -244.134216     ******   0.0000
     37  -244.133882     ******   0.0000
     38  -244.133831     ******   0.0000
     39  -244.133361     ******   0.0000
     40  -244.133021     ******   0.0000
     41  -244.131065     ******   0.0000
     42  -244.130464     ******   0.0000
     43  -244.129765     ******   0.0000
     44  -244.129151     ******   0.0000
     45  -244.129071     ******   0.0000
     46  -244.128301     ******   0.0000
     47  -244.124789     ******   0.0000
     48  -244.124376     ******   0.0000
     49  -244.124116     ******   0.0000
     50  -244.123797     ******   0.0000
     51  -244.123571     ******   0.0000
     52  -244.121618     ******   0.0000
     53  -244.119171     ******   0.0000
