  cluster  E_norm [Eh]  De [kcal]    p
     1   -152.674098     0.0000   0.4612
     2   -152.673811     0.1801   0.3403
     3   -152.673142     0.6003   0.1674
     4   -152.671314     1.7471   0.0242
     5   -152.670076     2.5242   0.0065
     6   -152.667202     4.3274   0.0003
     7   -152.665703     5.2685   0.0001
     8   -152.665647     5.3034   0.0001
     9   -152.664889     5.7790   0.0000
     10  -152.664039     6.3126   0.0000
     11  -152.663641     6.5622   0.0000
     12  -152.662033     7.5710   0.0000
     13  -152.661794     7.7209   0.0000
     14  -152.661761     7.7416   0.0000
     15  -152.659214     9.3402   0.0000
     16  -152.658649     9.6949   0.0000
     17  -152.658225     9.9607   0.0000
     18  -152.657600     ******   0.0000
     19  -152.657248     ******   0.0000
     20  -152.657074     ******   0.0000

Ensemble free energy [Eh]:     -152.6748292880
