  cluster  E_norm [Eh]  De [kcal]    p
     1   -371.482475     0.0000   0.9999
     2   -371.473787     5.4521   0.0001
     3   -371.472160     6.4732   0.0000
     4   -371.470055     7.7938   0.0000
     5   -371.469690     8.0231   0.0000
     6   -371.467864     9.1685   0.0000
     7   -371.467840     9.1836   0.0000
     8   -371.467711     9.2649   0.0000
     9   -371.464776     ******   0.0000
     10  -371.463681     ******   0.0000
     11  -371.462569     ******   0.0000
     12  -371.462155     ******   0.0000
     13  -371.461366     ******   0.0000
     14  -371.461121     ******   0.0000
     15  -371.460325     ******   0.0000
     16  -371.460101     ******   0.0000
     17  -371.459416     ******   0.0000
     18  -371.458927     ******   0.0000
     19  -371.458453     ******   0.0000
     20  -371.457984     ******   0.0000

Ensemble free energy [Eh]:     -371.4824755757
