  cluster  E_norm [Eh]  De [kcal]    p
     1   -636.522886     0.0000   0.5999
     2   -636.522503     0.2400   0.4001
     3   -636.508267     9.1734   0.0000
     4   -636.504407     ******   0.0000
     5   -636.504086     ******   0.0000
     6   -636.503580     ******   0.0000
     7   -636.499792     ******   0.0000
     8   -636.499747     ******   0.0000
     9   -636.499102     ******   0.0000
     10  -636.498989     ******   0.0000
     11  -636.497713     ******   0.0000
     12  -636.495335     ******   0.0000
     13  -636.494834     ******   0.0000
     14  -636.494379     ******   0.0000
     15  -636.491650     ******   0.0000
     16  -636.488817     ******   0.0000
     17  -636.488175     ******   0.0000
     18  -636.486001     ******   0.0000
     19  -636.481669     ******   0.0000
     20  -636.480008     ******   0.0000

Ensemble free energy [Eh]:     -636.5233681533
