   #   Energy       Run. Aver.   Diff / au.
    1 -574.55768021  -0.91561585  -0.91561585
    2 -546.45002947  -1.35102758  -0.43541173
    3 -543.16829606  -1.33435352   0.01667405
    4 -543.95749785  -1.21330947   0.12104405
    5 -545.25873040  -1.12022376   0.09308570
    6 -546.87515636  -1.06325568   0.05696809
    7 -546.02008263  -1.02752918   0.03572650
    8 -544.89606695  -1.00316560   0.02436358
    9 -543.36532003  -0.98520766   0.01795795
   10 -542.42369732  -0.97133181   0.01387585
   11 -542.91048047  -0.96042046   0.01091135
   12 -543.32229688  -0.95162940   0.00879106
   13 -542.92167339  -0.94430480   0.00732460
   14 -542.56651986  -0.93809089   0.00621391
   15 -542.29281953  -0.93275047   0.00534042
   16 -543.51851301  -0.92825428   0.00449619
   17 -541.80326496  -0.92417592   0.00407836
   18 -542.23039048  -0.92061174   0.00356418
   19 -542.59525897  -0.91748040   0.00313134
   20 -541.08154898  -0.91456323   0.00291717
   21 -541.09862723  -0.91193537   0.00262785
   22 -542.78713507  -0.90968188   0.00225350
   23 -543.24949644  -0.90767265   0.00200923
   24 -543.65324329  -0.90586784   0.00180481
   25 -543.39568453  -0.90419917   0.00166866
   26 -542.21315415  -0.90259163   0.00160755
   27 -542.92731518  -0.90114757   0.00144406
   28 -543.39028186  -0.89983885   0.00130872
   29 -542.29692756  -0.89856497   0.00127388
   30 -542.66666161  -0.89739682   0.00116815
   31 -542.58507197  -0.89630325   0.00109357
   32 -542.38916271  -0.89527060   0.00103265
   33 -542.40120232  -0.89430296   0.00096764
   34 -542.26053767  -0.89338756   0.00091540
   35 -541.95397403  -0.89251201   0.00087555
