  cluster  E_norm [Eh]  De [kcal]    p
     1   -509.165094     0.0000   0.8005
     2   -509.163773     0.8291   0.1975
     3   -509.158931     3.8674   0.0012
     4   -509.158614     4.0664   0.0008
     5   -509.152823     7.7001   0.0000
     6   -509.149677     9.6744   0.0000
     7   -509.146808     ******   0.0000
     8   -509.145556     ******   0.0000
     9   -509.145429     ******   0.0000
     10  -509.143731     ******   0.0000
     11  -509.142926     ******   0.0000
     12  -509.142590     ******   0.0000
     13  -509.141577     ******   0.0000
     14  -509.141144     ******   0.0000
     15  -509.140779     ******   0.0000
     16  -509.138307     ******   0.0000
     17  -509.135292     ******   0.0000
     18  -509.133455     ******   0.0000
     19  -509.131471     ******   0.0000
     20  -509.128582     ******   0.0000

Ensemble free energy [Eh]:     -509.1653042605
