  cluster  E_norm [Eh]  De [kcal]    p
     1   -144.755945     0.0000   0.6054
     2   -144.754884     0.6656   0.1968
     3   -144.754757     0.7455   0.1720
     4   -144.752964     1.8706   0.0258

Ensemble free energy [Eh]:     -144.7564186114
