  cluster  E_norm [Eh]  De [kcal]    p
     1   -150.342953     0.0000   0.4417
     2   -150.342868     0.0532   0.4038
     3   -150.341444     0.9466   0.0894
     4   -150.341145     1.1340   0.0651

Ensemble free energy [Eh]:     -150.3437241254
