  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.539710     0.0000   0.4035
     2   -167.538591     0.7020   0.1234
     3   -167.538214     0.9389   0.0827
     4   -167.538044     1.0455   0.0691
     5   -167.537712     1.2537   0.0486
     6   -167.537488     1.3943   0.0384
     7   -167.537450     1.4184   0.0368
     8   -167.537409     1.4442   0.0353
     9   -167.537248     1.5449   0.0297
     10  -167.536977     1.7151   0.0223
     11  -167.536842     1.8001   0.0193
     12  -167.536801     1.8258   0.0185
     13  -167.536723     1.8747   0.0170
     14  -167.536390     2.0835   0.0120
     15  -167.536227     2.1859   0.0101
     16  -167.536072     2.2827   0.0086
     17  -167.535902     2.3897   0.0071
     18  -167.535804     2.4512   0.0064
     19  -167.535691     2.5224   0.0057
     20  -167.535647     2.5499   0.0055

Ensemble free energy [Eh]:     -167.5405672035
