  cluster  E_norm [Eh]  De [kcal]    p
     1   -779.013799     0.0000   0.9987
     2   -779.007507     3.9480   0.0013
     3   -778.996563     ******   0.0000
     4   -778.995928     ******   0.0000
     5   -778.995516     ******   0.0000
     6   -778.994765     ******   0.0000
     7   -778.992462     ******   0.0000
     8   -778.991669     ******   0.0000
     9   -778.991424     ******   0.0000
     10  -778.991383     ******   0.0000
     11  -778.990396     ******   0.0000
     12  -778.989800     ******   0.0000
     13  -778.989431     ******   0.0000
     14  -778.988785     ******   0.0000
     15  -778.988566     ******   0.0000
     16  -778.986709     ******   0.0000
     17  -778.985964     ******   0.0000
     18  -778.985895     ******   0.0000
     19  -778.984350     ******   0.0000
     20  -778.983508     ******   0.0000
     21  -778.983031     ******   0.0000
     22  -778.982556     ******   0.0000
     23  -778.980233     ******   0.0000
     24  -778.979568     ******   0.0000
     25  -778.979391     ******   0.0000
     26  -778.978297     ******   0.0000
     27  -778.976530     ******   0.0000
     28  -778.976448     ******   0.0000
     29  -778.976113     ******   0.0000
     30  -778.976077     ******   0.0000
     31  -778.976047     ******   0.0000
     32  -778.975749     ******   0.0000
     33  -778.974620     ******   0.0000
     34  -778.974336     ******   0.0000
     35  -778.972150     ******   0.0000
     36  -778.971392     ******   0.0000
     37  -778.969790     ******   0.0000
     38  -778.969562     ******   0.0000
     39  -778.969203     ******   0.0000
     40  -778.968261     ******   0.0000
     41  -778.967388     ******   0.0000
     42  -778.967103     ******   0.0000
     43  -778.963400     ******   0.0000
     44  -778.962740     ******   0.0000
     45  -778.962436     ******   0.0000
     46  -778.961256     ******   0.0000
     47  -778.960828     ******   0.0000
     48  -778.959413     ******   0.0000
     49  -778.957623     ******   0.0000
     50  -778.956999     ******   0.0000
     51  -778.947653     ******   0.0000
