  cluster  E_norm [Eh]  De [kcal]    p
     1   -203.587909     0.0000   0.7692
     2   -203.586276     1.0247   0.1364
     3   -203.585375     1.5906   0.0525
     4   -203.584489     2.1466   0.0205
     5   -203.584436     2.1798   0.0194
     6   -203.581494     4.0258   0.0009
     7   -203.580883     4.4092   0.0005
     8   -203.580330     4.7563   0.0003
     9   -203.579895     5.0290   0.0002
     10  -203.579353     5.3691   0.0001
     11  -203.578778     5.7299   0.0000
     12  -203.578066     6.1770   0.0000
     13  -203.577762     6.3673   0.0000
     14  -203.576049     7.4425   0.0000
     15  -203.575955     7.5017   0.0000
     16  -203.574468     8.4345   0.0000
     17  -203.574391     8.4832   0.0000
     18  -203.574362     8.5010   0.0000
     19  -203.570982     ******   0.0000
     20  -203.563271     ******   0.0000

Ensemble free energy [Eh]:     -203.5881570959
