   #           Energy [Eh]      SASA
No   1     -356.4163217830     3721.7
No   2     -356.4211149287     3651.2
No   3     -356.4171615628     3587.5
No   4     -356.4029336338     3503.9
No   5     -356.4270920767     3658.8
No   6     -356.4161295088     3814.7
No   7     -356.4091805688     3537.9
No   8     -356.4204142168     3754.2
No   9     -356.4291237578     3737.8
No  10     -356.4045502325     3535.2
No  11     -356.3998111922     3767.2
No  12     -356.4091921998     3816.1
No  13     -356.4294862276     3685.8
No  14     -356.4137119147     3665.3
No  15     -356.4161086316     3741.9
No  16     -356.4108462942     3724.8
No  17     -356.4056794617     3924.9
No  18     -356.4101969475     3784.3
No  19     -356.4023606224     3760.5
No  20     -356.4187154084     3815.2
