   #   Energy       Run. Aver.   Diff / au.
    1 -423.59144284  -0.67503586  -0.67503586
    2 -377.79524384  -0.97606335  -0.30102749
    3 -365.60965693  -0.94526340   0.03079995
    4 -370.56339700  -0.84888014   0.09638326
    5 -374.64110170  -0.77923316   0.06964697
    6 -375.76974467  -0.73755767   0.04167550
    7 -381.28885202  -0.71304184   0.02451582
    8 -384.29407137  -0.69739857   0.01564327
    9 -388.72360533  -0.68700175   0.01039682
   10 -382.51763257  -0.67821995   0.00878180
   11 -382.67536213  -0.67120451   0.00701544
   12 -382.13955206  -0.66543436   0.00577016
   13 -380.53998709  -0.66045163   0.00498273
   14 -380.99274443  -0.65628849   0.00416313
   15 -383.42124766  -0.65299309   0.00329540
   16 -382.66043919  -0.65008807   0.00290502
   17 -384.08501587  -0.64768132   0.00240675
   18 -388.04995096  -0.64592070   0.00176062
   19 -387.67965810  -0.64434836   0.00157234
   20 -385.03598676  -0.64273202   0.00161634
   21 -385.66354734  -0.64131514   0.00141688
   22 -388.72401834  -0.64025782   0.00105731
   23 -388.64189966  -0.63930239   0.00095543
   24 -390.02076458  -0.63852238   0.00078001
   25 -392.84260787  -0.63799166   0.00053072
   26 -395.97919752  -0.63770361   0.00028806
   27 -396.26598810  -0.63746281   0.00024080
   28 -397.36519389  -0.63730345   0.00015935
   29 -397.41476850  -0.63716062   0.00014283
   30 -397.49306103  -0.63703202   0.00012860
