   #   Energy       Run. Aver.   Diff / au.
    1 -422.05320115  -0.67258452  -0.67258452
    2 -380.36149971  -0.97565680  -0.30307228
    3 -369.31325196  -0.94764132   0.02801548
    4 -367.81745325  -0.85026571   0.09737561
    5 -371.07628474  -0.77900697   0.07125874
    6 -372.93015430  -0.73634635   0.04266062
    7 -379.88083892  -0.71154229   0.02480405
    8 -384.01019186  -0.69599389   0.01554840
    9 -381.70631711  -0.68452115   0.01147274
   10 -377.92594901  -0.67514809   0.00937306
   11 -380.02983544  -0.66797490   0.00717319
   12 -382.59947582  -0.66252181   0.00545309
   13 -383.49713890  -0.65815001   0.00437180
   14 -382.68105019  -0.65438710   0.00376291
   15 -384.14083084  -0.65132158   0.00306551
   16 -386.71686185  -0.64893942   0.00238216
   17 -386.68546607  -0.64687477   0.00206465
   18 -392.25185494  -0.64554997   0.00132480
   19 -392.01925887  -0.64438405   0.00116591
   20 -394.42977594  -0.64353474   0.00084931
   21 -393.63203035  -0.64272086   0.00081388
   22 -393.87580470  -0.64200023   0.00072063
   23 -392.87824059  -0.64127721   0.00072303
   24 -394.99985621  -0.64075521   0.00052200
   25 -392.66214354  -0.64013400   0.00062121
   26 -394.19530042  -0.63965073   0.00048327
   27 -395.52745525  -0.63928699   0.00036374
   28 -396.71241799  -0.63902094   0.00026605
   29 -397.63694451  -0.63882741   0.00019353
   30 -397.97799084  -0.63866732   0.00016009
   31 -396.96815731  -0.63846673   0.00020060
   32 -397.08617475  -0.63828328   0.00018345
   33 -396.10008490  -0.63806385   0.00021943
   34 -395.81629900  -0.63784297   0.00022088
   35 -396.60126138  -0.63767041   0.00017256
